,File Name,District,Date,Count,Minimum,Maximum,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile,Year,State/Crop/District,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare)
520,MOD13A3_006__1_km_monthly_NDVI_doy2014001_aid0014,BARAN,01/01/2014,8381,-0.1918,0.8948,0.5869922,0.1761231,0.0310193,0.7471,0.8948,0.6292,-0.057999999999999996,0.4208,2014,BARAN,Rabi       ,162852,551485,3.3864183430353942
521,MOD13A3_006__1_km_monthly_NDVI_doy2014032_aid0014,BARAN,01/02/2014,8381,-0.0479,0.8973,0.5723791,0.18240279999999998,0.0332708,0.7343,0.8973,0.6068,-0.0479,0.397,2014,BARAN,Rabi       ,162852,551485,3.3864183430353942
522,MOD13A3_006__1_km_monthly_NDVI_doy2015001_aid0014,BARAN,01/01/2015,8381,-0.0908,0.8759999999999999,0.5803706999999999,0.1684555,0.028377199999999998,0.7273,0.8759999999999999,0.6185,0.13699999999999998,0.4345,2015,BARAN,Rabi       ,174319,667888,3.8314125253127886
523,MOD13A3_006__1_km_monthly_NDVI_doy2015032_aid0014,BARAN,01/02/2015,8381,0.14400000000000002,0.8737,0.5392825,0.16981970000000002,0.0288387,0.6811,0.8737,0.565,0.14400000000000002,0.3864,2015,BARAN,Rabi       ,174319,667888,3.8314125253127886
524,MOD13A3_006__1_km_monthly_NDVI_doy2016001_aid0014,BARAN,01/01/2016,8380,-0.0829,0.8607,0.5235079,0.17099370000000003,0.0292389,0.681425,0.8607,0.54295,-0.0829,0.3572,2016,BARAN,Rabi       ,159434,670807,4.2074275248692246
525,MOD13A3_006__1_km_monthly_NDVI_doy2016032_aid0014,BARAN,01/02/2016,8381,-0.0719,0.8815,0.5175988,0.1846132,0.034082,0.6867,0.8815,0.5386,-0.0719,0.3348,2016,BARAN,Rabi       ,159434,670807,4.2074275248692246
526,MOD13A3_006__1_km_monthly_NDVI_doy2017001_aid0014,BARAN,01/01/2017,8381,-0.0338,0.8690000000000001,0.550902,0.1702219,0.0289755,0.7041,0.8690000000000001,0.5739,-0.0338,0.3885,2017,BARAN,Rabi       ,163267,740053,4.5327775974324265
527,MOD13A3_006__1_km_monthly_NDVI_doy2017032_aid0014,BARAN,01/02/2017,8381,-0.1411,0.868,0.5156407999999999,0.1775866,0.031537,0.6747,0.868,0.5275,-0.1411,0.3416,2017,BARAN,Rabi       ,163267,740053,4.5327775974324265
528,MOD13A3_006__1_km_monthly_NDVI_doy2018001_aid0014,BARAN,01/01/2018,8381,0.0883,0.8567,0.5080666,0.1748112,0.0305589,0.6705,0.8567,0.5179,0.0883,0.3395,2018,BARAN,Rabi       ,115747,535052,4.622599289830406
529,MOD13A3_006__1_km_monthly_NDVI_doy2018032_aid0014,BARAN,01/02/2018,8381,0.1661,0.8426,0.46234390000000003,0.17166199999999998,0.0294678,0.6133,0.8426,0.4491,0.1661,0.2989,2018,BARAN,Rabi       ,115747,535052,4.622599289830406
530,MOD13A3_006__1_km_monthly_NDVI_doy2019001_aid0014,BARAN,01/01/2019,8381,-0.0515,0.8777,0.5664766,0.1704341,0.029047800000000002,0.7231,0.8777,0.6037,-0.0515,0.4059,2019,BARAN,Rabi       ,145939,724978,4.967678276540198
531,MOD13A3_006__1_km_monthly_NDVI_doy2019032_aid0014,BARAN,01/02/2019,8381,0.1071,0.8724,0.5519026,0.18127520000000003,0.0328607,0.7142,0.8724,0.5784,0.1071,0.3762,2019,BARAN,Rabi       ,145939,724978,4.967678276540198
532,MOD13A3_006__1_km_monthly_NDVI_doy2001001_aid0015,BARMER,01/01/2001,33745,0.0576,0.6984,0.1327909,0.036317199999999994,0.0013189,0.1422,0.1852,0.1251,0.0707,0.1135,2001,BARMER,Rabi       ,15363,36898,2.40174445095359
533,MOD13A3_006__1_km_monthly_NDVI_doy2001032_aid0015,BARMER,01/02/2001,33745,0.0604,0.6825,0.126674,0.0376598,0.0014183,0.13699999999999998,0.1839,0.1166,0.0604,0.1057,2001,BARMER,Rabi       ,15363,36898,2.40174445095359
534,MOD13A3_006__1_km_monthly_NDVI_doy2002001_aid0015,BARMER,01/01/2002,33745,0.0536,0.624,0.14854170000000003,0.0335953,0.0011286,0.16,0.2054,0.1435,0.0844,0.1297,2002,BARMER,Rabi       ,12344,34477,2.7930168502916395
535,MOD13A3_006__1_km_monthly_NDVI_doy2002032_aid0015,BARMER,01/02/2002,33745,0.0493,0.6408,0.1395683,0.03806230000000001,0.0014487,0.1508,0.2003,0.1315,0.0688,0.1178,2002,BARMER,Rabi       ,12344,34477,2.7930168502916395
536,MOD13A3_006__1_km_monthly_NDVI_doy2003001_aid0015,BARMER,01/01/2003,33745,0.0478,0.6532,0.1088461,0.0381524,0.0014555999999999998,0.1188,0.1641,0.0991,0.0478,0.0886,2003,BARMER,Rabi       ,15840,42911,2.7090277777777776
537,MOD13A3_006__1_km_monthly_NDVI_doy2003032_aid0015,BARMER,01/02/2003,33743,0.0424,0.5435,0.1015667,0.0371506,0.0013802,0.1096,0.1523,0.0891,0.0424,0.0811,2003,BARMER,Rabi       ,15840,42911,2.7090277777777776
538,MOD13A3_006__1_km_monthly_NDVI_doy2004001_aid0015,BARMER,01/01/2004,33745,0.0568,0.7078,0.1861824,0.0435074,0.0018929000000000003,0.2047,0.2738,0.1751,0.0897,0.1586,2004,BARMER,Rabi       ,13124,20140,1.5345931118561411
539,MOD13A3_006__1_km_monthly_NDVI_doy2004032_aid0015,BARMER,01/02/2004,33745,0.0594,0.6895,0.181148,0.0460139,0.0021173000000000003,0.2018,0.2784,0.1698,0.0751,0.1507,2004,BARMER,Rabi       ,13124,20140,1.5345931118561411
540,MOD13A3_006__1_km_monthly_NDVI_doy2005001_aid0015,BARMER,01/01/2005,33745,0.0583,0.6819,0.1361067,0.04401769999999999,0.0019375999999999998,0.146,0.1974,0.1277,0.0612,0.1117,2005,BARMER,Rabi       ,12389,23465,1.89401888772298
541,MOD13A3_006__1_km_monthly_NDVI_doy2005032_aid0015,BARMER,01/02/2005,33745,0.0651,0.6348,0.12901780000000002,0.044351,0.001967,0.1393,0.1936,0.1191,0.0651,0.1031,2005,BARMER,Rabi       ,12389,23465,1.89401888772298
542,MOD13A3_006__1_km_monthly_NDVI_doy2006001_aid0015,BARMER,01/01/2006,33745,0.0594,0.7158,0.1278613,0.0456376,0.0020828,0.1415,0.2009,0.1165,0.0594,0.1019,2006,BARMER,Rabi       ,12158,10900,0.8965290343806547
543,MOD13A3_006__1_km_monthly_NDVI_doy2006032_aid0015,BARMER,01/02/2006,33745,0.0554,0.7049,0.1247847,0.041929,0.0017579999999999998,0.1381,0.1952,0.1136,0.0554,0.1,2006,BARMER,Rabi       ,12158,10900,0.8965290343806547
544,MOD13A3_006__1_km_monthly_NDVI_doy2007001_aid0015,BARMER,01/01/2007,33743,-0.1733,0.6961,0.1789741,0.051523900000000004,0.0026547,0.2001,0.2794,0.1686,0.0691,0.1472,2007,BARMER,Rabi       ,18400,29406,1.5981521739130435
545,MOD13A3_006__1_km_monthly_NDVI_doy2007032_aid0015,BARMER,01/02/2007,33743,-0.1385,0.6733,0.16936729999999997,0.0493418,0.0024346,0.18955,0.2667,0.1579,0.0641,0.1381,2007,BARMER,Rabi       ,18400,29406,1.5981521739130435
546,MOD13A3_006__1_km_monthly_NDVI_doy2008001_aid0015,BARMER,01/01/2008,33745,0.0573,0.6388,0.15384270000000003,0.042680699999999995,0.0018215999999999998,0.1622,0.2081,0.1455,0.0859,0.1316,2008,BARMER,Rabi       ,13813,22050,1.5963223050749291
547,MOD13A3_006__1_km_monthly_NDVI_doy2008032_aid0015,BARMER,01/02/2008,33745,0.0593,0.7001,0.14151,0.0427011,0.0018234000000000002,0.149,0.1946,0.1311,0.073,0.1186,2008,BARMER,Rabi       ,13813,22050,1.5963223050749291
548,MOD13A3_006__1_km_monthly_NDVI_doy2009001_aid0015,BARMER,01/01/2009,33745,0.0588,0.6896,0.1477935,0.049665,0.0024666,0.1587,0.2155,0.1375,0.064,0.1208,2009,BARMER,Rabi       ,11467,9986,0.8708467777099503
549,MOD13A3_006__1_km_monthly_NDVI_doy2009032_aid0015,BARMER,01/02/2009,33745,0.0612,0.6159,0.1379836,0.0423527,0.0017937,0.1492,0.2023,0.1276,0.0612,0.1138,2009,BARMER,Rabi       ,11467,9986,0.8708467777099503
550,MOD13A3_006__1_km_monthly_NDVI_doy2010001_aid0015,BARMER,01/01/2010,33745,0.0345,0.7527,0.1397547,0.0463272,0.0021462,0.1478,0.1965,0.1295,0.0669,0.1153,2010,BARMER,Rabi       ,15200,23127,1.5215131578947367
551,MOD13A3_006__1_km_monthly_NDVI_doy2010032_aid0015,BARMER,01/02/2010,33745,0.0495,0.7527,0.1333559,0.046859500000000005,0.0021958000000000004,0.1403,0.18899999999999997,0.1198,0.0602,0.1078,2010,BARMER,Rabi       ,15200,23127,1.5215131578947367
552,MOD13A3_006__1_km_monthly_NDVI_doy2011001_aid0015,BARMER,01/01/2011,33743,-0.12,0.6974,0.19084020000000002,0.0503032,0.0025304000000000004,0.207,0.2751,0.1795,0.0965,0.1616,2011,BARMER,Rabi       ,16732,24526,1.4658140090843892
553,MOD13A3_006__1_km_monthly_NDVI_doy2011032_aid0015,BARMER,01/02/2011,33744,-0.0638,0.7503,0.1829328,0.056474,0.0031893,0.2023,0.2836,0.1669,0.0668,0.1481,2011,BARMER,Rabi       ,16732,24526,1.4658140090843892
554,MOD13A3_006__1_km_monthly_NDVI_doy2012001_aid0015,BARMER,01/01/2012,33745,-0.128,0.648,0.1981086,0.0340496,0.0011594,0.2104,0.2573,0.1932,0.1323,0.1791,2012,BARMER,Rabi       ,11659,14405,1.2355262029333562
555,MOD13A3_006__1_km_monthly_NDVI_doy2012032_aid0015,BARMER,01/02/2012,33745,0.0625,0.6325,0.18157,0.034853699999999994,0.0012148,0.1933,0.2411,0.1758,0.1136,0.1614,2012,BARMER,Rabi       ,11659,14405,1.2355262029333562
556,MOD13A3_006__1_km_monthly_NDVI_doy2013001_aid0015,BARMER,01/01/2013,33745,-0.0903,0.6285,0.1848553,0.0400081,0.0016006,0.1948,0.2414,0.1774,0.1175,0.1637,2013,BARMER,Rabi       ,12613,17137,1.358677554903671
557,MOD13A3_006__1_km_monthly_NDVI_doy2013032_aid0015,BARMER,01/02/2013,33745,-0.0012,0.6864,0.17693520000000001,0.0520669,0.002711,0.1859,0.2411,0.1636,0.0943,0.1491,2013,BARMER,Rabi       ,12613,17137,1.358677554903671
558,MOD13A3_006__1_km_monthly_NDVI_doy2014001_aid0015,BARMER,01/01/2014,33745,0.0644,0.6509999999999999,0.1876859,0.051771500000000005,0.0026803,0.2076,0.28300000000000003,0.1824,0.0821,0.1573,2014,BARMER,Rabi       ,14020,20346,1.4512125534950069
559,MOD13A3_006__1_km_monthly_NDVI_doy2014032_aid0015,BARMER,01/02/2014,33745,0.0612,0.6706,0.1803364,0.055730499999999995,0.0031059,0.2018,0.2855,0.17,0.0776,0.1459,2014,BARMER,Rabi       ,14020,20346,1.4512125534950069
560,MOD13A3_006__1_km_monthly_NDVI_doy2015001_aid0015,BARMER,01/01/2015,33745,0.0552,0.633,0.1693549,0.057234,0.0032757,0.1933,0.2887,0.1634,0.0552,0.1297,2015,BARMER,Rabi       ,13525,14091,1.0418484288354901
561,MOD13A3_006__1_km_monthly_NDVI_doy2015032_aid0015,BARMER,01/02/2015,33745,0.0625,0.6145,0.1634197,0.0582255,0.0033902,0.1855,0.278,0.1528,0.0625,0.1238,2015,BARMER,Rabi       ,13525,14091,1.0418484288354901
562,MOD13A3_006__1_km_monthly_NDVI_doy2016001_aid0015,BARMER,01/01/2016,33745,-0.1059,0.6356,0.1830726,0.0472289,0.0022305999999999997,0.1942,0.2491,0.1742,0.1028,0.1576,2016,BARMER,Rabi       ,14642,20510,1.4007649228247507
563,MOD13A3_006__1_km_monthly_NDVI_doy2016032_aid0015,BARMER,01/02/2016,33745,-0.0526,0.6389,0.1781448,0.0524202,0.0027478999999999997,0.1891,0.25,0.1646,0.0878,0.1485,2016,BARMER,Rabi       ,14642,20510,1.4007649228247507
564,MOD13A3_006__1_km_monthly_NDVI_doy2017001_aid0015,BARMER,01/01/2017,33745,-0.0731,0.6543,0.1856443,0.0554788,0.0030779,0.2009,0.2739,0.1713,0.0817,0.1522,2017,BARMER,Rabi       ,17612,21638,1.2285941403588465
565,MOD13A3_006__1_km_monthly_NDVI_doy2017032_aid0015,BARMER,01/02/2017,33745,0.006999999999999999,0.6754,0.1749136,0.0613384,0.0037624000000000004,0.1941,0.2818,0.1545,0.0612,0.1356,2017,BARMER,Rabi       ,17612,21638,1.2285941403588465
566,MOD13A3_006__1_km_monthly_NDVI_doy2018001_aid0015,BARMER,01/01/2018,33745,-0.1888,0.6899,0.19359520000000002,0.0564259,0.0031839000000000004,0.2141,0.2975,0.1798,0.0783,0.1585,2018,BARMER,Rabi       ,14541,21974,1.5111752974348394
567,MOD13A3_006__1_km_monthly_NDVI_doy2018032_aid0015,BARMER,01/02/2018,33745,-0.0971,0.5812,0.1851144,0.056743499999999995,0.0032198,0.2076,0.2968,0.1694,0.061,0.1481,2018,BARMER,Rabi       ,14541,21974,1.5111752974348394
568,MOD13A3_006__1_km_monthly_NDVI_doy2019001_aid0015,BARMER,01/01/2019,33745,0.0026,0.6035,0.1549085,0.0454582,0.0020664999999999998,0.1713,0.2404,0.1482,0.0616,0.1252,2019,BARMER,Rabi       ,16188,27939,1.7259080800593032
569,MOD13A3_006__1_km_monthly_NDVI_doy2019032_aid0015,BARMER,01/02/2019,33745,0.0602,0.7002,0.1561775,0.0575401,0.0033109000000000003,0.1741,0.2572,0.1427,0.0602,0.1187,2019,BARMER,Rabi       ,16188,27939,1.7259080800593032
570,MOD13A3_006__1_km_monthly_NDVI_doy2001001_aid0016,BHARATPUR,01/01/2001,6305,0.1802,0.7998,0.5154544,0.1258525,0.0158389,0.6079,0.7998,0.5384,0.198,0.4437,2001,BHARATPUR,Rabi       ,171639,605340,3.5268208274343245
571,MOD13A3_006__1_km_monthly_NDVI_doy2001032_aid0016,BHARATPUR,01/02/2001,6305,0.188,0.8169,0.546672,0.14472089999999999,0.020944099999999997,0.6581,0.8169,0.5847,0.188,0.4613,2001,BHARATPUR,Rabi       ,171639,605340,3.5268208274343245
572,MOD13A3_006__1_km_monthly_NDVI_doy2002001_aid0016,BHARATPUR,01/01/2002,6305,0.1983,0.7625,0.5291861999999999,0.11880719999999999,0.014115200000000001,0.6168,0.7625,0.5607,0.2476,0.4691,2002,BHARATPUR,Rabi       ,139114,473505,3.4037192518366237
573,MOD13A3_006__1_km_monthly_NDVI_doy2002032_aid0016,BHARATPUR,01/02/2002,6305,0.1948,0.8220000000000001,0.5818165,0.1377239,0.0189679,0.6801,0.8220000000000001,0.623,0.2839,0.5216,2002,BHARATPUR,Rabi       ,139114,473505,3.4037192518366237
574,MOD13A3_006__1_km_monthly_NDVI_doy2003001_aid0016,BHARATPUR,01/01/2003,6305,0.1843,0.7922,0.5544878000000001,0.1343829,0.0180588,0.6541,0.7922,0.5894,0.2489,0.4919,2003,BHARATPUR,Rabi       ,143611,472145,3.287665986588771
575,MOD13A3_006__1_km_monthly_NDVI_doy2003032_aid0016,BHARATPUR,01/02/2003,6305,0.1656,0.8013,0.5615798000000001,0.14424379999999998,0.0208063,0.6709,0.8013,0.6028,0.2349,0.4962,2003,BHARATPUR,Rabi       ,143611,472145,3.287665986588771
576,MOD13A3_006__1_km_monthly_NDVI_doy2004001_aid0016,BHARATPUR,01/01/2004,6305,0.1985,0.8017,0.6006713,0.1273787,0.016225299999999998,0.6855,0.8017,0.6427,0.3813,0.5637,2004,BHARATPUR,Rabi       ,142184,535114,3.7635317616609454
577,MOD13A3_006__1_km_monthly_NDVI_doy2004032_aid0016,BHARATPUR,01/02/2004,6305,0.1799,0.8101,0.5760376,0.1306158,0.0170605,0.6659999999999999,0.8101,0.6162,0.3224,0.5283,2004,BHARATPUR,Rabi       ,142184,535114,3.7635317616609454
578,MOD13A3_006__1_km_monthly_NDVI_doy2005001_aid0016,BHARATPUR,01/01/2005,6305,0.1873,0.8002,0.6060028000000001,0.12642609999999999,0.0159836,0.6867,0.8002,0.6532,0.4119,0.5767,2005,BHARATPUR,Rabi       ,111319,324549,2.9154861254592657
579,MOD13A3_006__1_km_monthly_NDVI_doy2005032_aid0016,BHARATPUR,01/02/2005,6305,0.1673,0.7879999999999999,0.5591399,0.12528699999999998,0.0156968,0.6408,0.7879999999999999,0.6016,0.3421,0.5213,2005,BHARATPUR,Rabi       ,111319,324549,2.9154861254592657
580,MOD13A3_006__1_km_monthly_NDVI_doy2006001_aid0016,BHARATPUR,01/01/2006,6305,0.1894,0.8092,0.5774269000000001,0.1335986,0.0178486,0.6768,0.8092,0.6177,0.2738,0.5156,2006,BHARATPUR,Rabi       ,119191,446796,3.7485716203404618
581,MOD13A3_006__1_km_monthly_NDVI_doy2006032_aid0016,BHARATPUR,01/02/2006,6305,0.1913,0.7808,0.5280343000000001,0.12422550000000002,0.015432,0.6163,0.7808,0.5608,0.2456,0.46799999999999997,2006,BHARATPUR,Rabi       ,119191,446796,3.7485716203404618
582,MOD13A3_006__1_km_monthly_NDVI_doy2007001_aid0016,BHARATPUR,01/01/2007,6305,0.1803,0.7639,0.5427491999999999,0.1253418,0.015710599999999998,0.6332,0.7639,0.5732,0.2641,0.4853,2007,BHARATPUR,Rabi       ,147831,491178,3.3225642794813
583,MOD13A3_006__1_km_monthly_NDVI_doy2007032_aid0016,BHARATPUR,01/02/2007,6305,0.1865,0.8213,0.5802438,0.15115520000000002,0.0228479,0.6974,0.8213,0.6237,0.1865,0.4909,2007,BHARATPUR,Rabi       ,147831,491178,3.3225642794813
584,MOD13A3_006__1_km_monthly_NDVI_doy2008001_aid0016,BHARATPUR,01/01/2008,6305,0.1456,0.7801,0.5335062,0.1349205,0.0182035,0.635,0.7801,0.5663,0.2104,0.4651,2008,BHARATPUR,Rabi       ,157414,522525,3.3194315626310242
585,MOD13A3_006__1_km_monthly_NDVI_doy2008032_aid0016,BHARATPUR,01/02/2008,6305,0.1621,0.7951,0.5373614999999999,0.14722770000000002,0.021676,0.6525,0.7951,0.5749,0.1621,0.4451,2008,BHARATPUR,Rabi       ,157414,522525,3.3194315626310242
586,MOD13A3_006__1_km_monthly_NDVI_doy2009001_aid0016,BHARATPUR,01/01/2009,6305,0.1833,0.8147,0.6102974,0.1294519,0.0167578,0.6979,0.8147,0.6531,0.3796,0.5705,2009,BHARATPUR,Rabi       ,133758,551718,4.12474767864352
587,MOD13A3_006__1_km_monthly_NDVI_doy2009032_aid0016,BHARATPUR,01/02/2009,6305,0.18600000000000003,0.8029,0.5365006999999999,0.1210117,0.014643799999999998,0.6244,0.8029,0.5609,0.2575,0.4775,2009,BHARATPUR,Rabi       ,133758,551718,4.12474767864352
588,MOD13A3_006__1_km_monthly_NDVI_doy2010001_aid0016,BHARATPUR,01/01/2010,6305,0.1909,0.8103,0.6398090999999999,0.12864089999999997,0.0165485,0.7239,0.8103,0.6883,0.4345,0.6081,2010,BHARATPUR,Rabi       ,160732,630274,3.9212726775004354
589,MOD13A3_006__1_km_monthly_NDVI_doy2010032_aid0016,BHARATPUR,01/02/2010,6305,0.1916,0.8184,0.588841,0.12784410000000002,0.0163441,0.6753,0.8184,0.6218,0.3538,0.5467,2010,BHARATPUR,Rabi       ,160732,630274,3.9212726775004354
590,MOD13A3_006__1_km_monthly_NDVI_doy2011001_aid0016,BHARATPUR,01/01/2011,6305,0.1846,0.7811,0.6092598000000001,0.1103018,0.0121665,0.6818,0.7811,0.6453,0.4197,0.5768,2011,BHARATPUR,Rabi       ,157196,704731,4.4831357031985535
591,MOD13A3_006__1_km_monthly_NDVI_doy2011032_aid0016,BHARATPUR,01/02/2011,6305,0.2013,0.8462,0.653821,0.1282918,0.0164588,0.7353,0.8462,0.6955,0.469,0.6285,2011,BHARATPUR,Rabi       ,157196,704731,4.4831357031985535
592,MOD13A3_006__1_km_monthly_NDVI_doy2012001_aid0016,BHARATPUR,01/01/2012,6305,0.1466,0.7893,0.6210698,0.1216317,0.014794299999999998,0.7039,0.7893,0.6603,0.39899999999999997,0.5819,2012,BHARATPUR,Rabi       ,155304,668993,4.307635347447587
593,MOD13A3_006__1_km_monthly_NDVI_doy2012032_aid0016,BHARATPUR,01/02/2012,6305,0.1662,0.7989,0.5770930999999999,0.1191316,0.0141923,0.66,0.7989,0.6092,0.3493,0.5356,2012,BHARATPUR,Rabi       ,155304,668993,4.307635347447587
594,MOD13A3_006__1_km_monthly_NDVI_doy2013001_aid0016,BHARATPUR,01/01/2013,6305,0.1816,0.7692,0.5883593,0.1125192,0.012660600000000001,0.6672,0.7692,0.6215,0.3678,0.5474,2013,BHARATPUR,Rabi       ,134784,588118,4.36341108736942
595,MOD13A3_006__1_km_monthly_NDVI_doy2013032_aid0016,BHARATPUR,01/02/2013,6305,0.1425,0.8284,0.6102622,0.12448769999999999,0.015497200000000001,0.6940000000000001,0.8284,0.6454,0.3924,0.5731,2013,BHARATPUR,Rabi       ,134784,588118,4.36341108736942
596,MOD13A3_006__1_km_monthly_NDVI_doy2014001_aid0016,BHARATPUR,01/01/2014,6305,0.1547,0.8342,0.6363463,0.1134682,0.012875,0.7121,0.8342,0.6726,0.4321,0.6,2014,BHARATPUR,Rabi       ,155130,668117,4.306820086379166
597,MOD13A3_006__1_km_monthly_NDVI_doy2014032_aid0016,BHARATPUR,01/02/2014,6305,0.1575,0.8329,0.6548004,0.12349660000000001,0.015251400000000002,0.7353,0.8329,0.6948,0.4627,0.6259,2014,BHARATPUR,Rabi       ,155130,668117,4.306820086379166
598,MOD13A3_006__1_km_monthly_NDVI_doy2015001_aid0016,BHARATPUR,01/01/2015,6305,0.1331,0.8033,0.6138650999999999,0.12085339999999999,0.014605600000000002,0.6964,0.8033,0.6524,0.3879,0.5729,2015,BHARATPUR,Rabi       ,165751,604169,3.6450398489300215
599,MOD13A3_006__1_km_monthly_NDVI_doy2015032_aid0016,BHARATPUR,01/02/2015,6305,0.1288,0.8321,0.6389935,0.1354244,0.0183398,0.7317,0.8321,0.6862,0.3851,0.5929,2015,BHARATPUR,Rabi       ,165751,604169,3.6450398489300215
600,MOD13A3_006__1_km_monthly_NDVI_doy2016001_aid0016,BHARATPUR,01/01/2016,6305,0.1362,0.8405,0.6051057,0.1286281,0.0165452,0.6905,0.8405,0.648,0.3786,0.5657,2016,BHARATPUR,Rabi       ,160073,610124,3.8115359867060654
601,MOD13A3_006__1_km_monthly_NDVI_doy2016032_aid0016,BHARATPUR,01/02/2016,6305,0.1136,0.8425,0.6311829999999999,0.1482905,0.0219901,0.7342,0.8425,0.685,0.344,0.5779,2016,BHARATPUR,Rabi       ,160073,610124,3.8115359867060654
602,MOD13A3_006__1_km_monthly_NDVI_doy2017001_aid0016,BHARATPUR,01/01/2017,6305,0.1483,0.8029,0.6340979,0.12563310000000003,0.0157837,0.7176,0.8029,0.6784,0.41700000000000004,0.5973,2017,BHARATPUR,Rabi       ,160510,713881,4.4475795900566935
603,MOD13A3_006__1_km_monthly_NDVI_doy2017032_aid0016,BHARATPUR,01/02/2017,6305,0.1476,0.8338,0.6063599000000001,0.13160729999999998,0.017320500000000003,0.6986,0.8338,0.644,0.3264,0.5497,2017,BHARATPUR,Rabi       ,160510,713881,4.4475795900566935
604,MOD13A3_006__1_km_monthly_NDVI_doy2018001_aid0016,BHARATPUR,01/01/2018,6305,0.1334,0.8370000000000001,0.5981552,0.14814929999999998,0.0219482,0.7108,0.8370000000000001,0.6452,0.2301,0.5185,2018,BHARATPUR,Rabi       ,156374,661118,4.22780001790579
605,MOD13A3_006__1_km_monthly_NDVI_doy2018032_aid0016,BHARATPUR,01/02/2018,6305,0.1329,0.8266,0.5770890000000001,0.14774479999999998,0.0218285,0.6914,0.8266,0.6184,0.1925,0.4918,2018,BHARATPUR,Rabi       ,156374,661118,4.22780001790579
606,MOD13A3_006__1_km_monthly_NDVI_doy2019001_aid0016,BHARATPUR,01/01/2019,6305,0.1605,0.8428,0.6426748000000001,0.12992910000000002,0.016881599999999997,0.7275,0.8428,0.6874,0.4415,0.6131,2019,BHARATPUR,Rabi       ,142726,675635,4.733790619788966
607,MOD13A3_006__1_km_monthly_NDVI_doy2019032_aid0016,BHARATPUR,01/02/2019,6305,0.1626,0.8425,0.643791,0.1307182,0.0170873,0.7269,0.8425,0.6881,0.4422,0.6129,2019,BHARATPUR,Rabi       ,142726,675635,4.733790619788966
608,MOD13A3_006__1_km_monthly_NDVI_doy2001001_aid0017,BHILWARA,01/01/2001,12647,0.0172,0.7895,0.2597734,0.0746524,0.005573,0.2762,0.3669,0.2409,0.1345,0.2157,2001,BHILWARA,Rabi       ,50381,95371,1.892995375240666
609,MOD13A3_006__1_km_monthly_NDVI_doy2001032_aid0017,BHILWARA,01/02/2001,12647,0.0884,0.778,0.24525370000000002,0.07120139999999998,0.0050696000000000005,0.2591,0.3428,0.2271,0.1289,0.2032,2001,BHILWARA,Rabi       ,50381,95371,1.892995375240666
610,MOD13A3_006__1_km_monthly_NDVI_doy2002001_aid0017,BHILWARA,01/01/2002,12647,-0.0587,0.7738,0.3073614,0.0953989,0.0091009,0.34025,0.484,0.2781,0.1031,0.2444,2002,BHILWARA,Rabi       ,87685,193310,2.2045959970348408
611,MOD13A3_006__1_km_monthly_NDVI_doy2002032_aid0017,BHILWARA,01/02/2002,12647,0.0461,0.7946,0.29339770000000004,0.095747,0.0091675,0.32465,0.4648,0.2625,0.1234,0.2312,2002,BHILWARA,Rabi       ,87685,193310,2.2045959970348408
612,MOD13A3_006__1_km_monthly_NDVI_doy2003001_aid0017,BHILWARA,01/01/2003,12647,0.1066,0.7782,0.2321627,0.0596956,0.0035635999999999997,0.2494,0.32799999999999996,0.2213,0.1192,0.1969,2003,BHILWARA,Rabi       ,24416,50783,2.079906618610747
613,MOD13A3_006__1_km_monthly_NDVI_doy2003032_aid0017,BHILWARA,01/02/2003,12647,0.0962,0.7340000000000001,0.2148326,0.06288869999999999,0.003954999999999999,0.2305,0.3097,0.2016,0.10400000000000001,0.1777,2003,BHILWARA,Rabi       ,24416,50783,2.079906618610747
614,MOD13A3_006__1_km_monthly_NDVI_doy2004001_aid0017,BHILWARA,01/01/2004,12647,0.0592,0.7659999999999999,0.2697305,0.0772086,0.0059612,0.28745,0.3818,0.2503,0.1335,0.2245,2004,BHILWARA,Rabi       ,46401,76846,1.6561281006874853
615,MOD13A3_006__1_km_monthly_NDVI_doy2004032_aid0017,BHILWARA,01/02/2004,12647,0.1111,0.7893,0.2655875,0.08301080000000001,0.0068908,0.2815,0.3769,0.2437,0.1259,0.2179,2004,BHILWARA,Rabi       ,46401,76846,1.6561281006874853
616,MOD13A3_006__1_km_monthly_NDVI_doy2005001_aid0017,BHILWARA,01/01/2005,12644,-0.1791,0.7566,0.3312553,0.1040537,0.0108272,0.381,0.5691,0.3013,0.0717,0.2556,2005,BHILWARA,Rabi       ,83389,215568,2.585089160440825
617,MOD13A3_006__1_km_monthly_NDVI_doy2005032_aid0017,BHILWARA,01/02/2005,12646,-0.0908,0.7822,0.3156929,0.1072642,0.0115056,0.3671,0.5628,0.28300000000000003,0.0476,0.2366,2005,BHILWARA,Rabi       ,83389,215568,2.585089160440825
618,MOD13A3_006__1_km_monthly_NDVI_doy2006001_aid0017,BHILWARA,01/01/2006,12647,-0.0151,0.7723,0.31013559999999996,0.085174,0.007254600000000001,0.344,0.4805,0.2866,0.1247,0.253,2006,BHILWARA,Rabi       ,55997,118408,2.1145418504562743
