,File Name,District,Date,Count,Minimum,Maximum,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile,Year,State/Crop/District,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare)
282,MOD13A3_006__1_km_monthly_NDVI_doy2009001_aid0008,SIROHI,01/01/2009,6268,0.1357,0.7545,0.333573,0.0942044,0.0088745,0.379825,0.551,0.3105,0.1357,0.265675,2009,SIROHI,Rabi       ,24790,52778,2.129003630496168
283,MOD13A3_006__1_km_monthly_NDVI_doy2009032_aid0008,SIROHI,01/02/2009,6268,0.1176,0.6858,0.2853059,0.0746414,0.0055713,0.320025,0.4527,0.267,0.1176,0.2314,2009,SIROHI,Rabi       ,24790,52778,2.129003630496168
284,MOD13A3_006__1_km_monthly_NDVI_doy2010001_aid0008,SIROHI,01/01/2010,6268,0.1223,0.6741,0.29421690000000006,0.0809478,0.0065525,0.329925,0.4693,0.27715,0.1223,0.237,2010,SIROHI,Rabi       ,18016,44115,2.4486567495559504
285,MOD13A3_006__1_km_monthly_NDVI_doy2010032_aid0008,SIROHI,01/02/2010,6268,0.1248,0.6269,0.2641637,0.0677419,0.004589,0.2904,0.3992,0.2491,0.1248,0.2177,2010,SIROHI,Rabi       ,18016,44115,2.4486567495559504
286,MOD13A3_006__1_km_monthly_NDVI_doy2011001_aid0008,SIROHI,01/01/2011,6267,0.0097,0.7446,0.4432581,0.09624930000000001,0.0092639,0.50875,0.7125,0.4307,0.1844,0.3726,2011,SIROHI,Rabi       ,39045,114373,2.9292611089768217
287,MOD13A3_006__1_km_monthly_NDVI_doy2011032_aid0008,SIROHI,01/02/2011,6268,0.1323,0.7728,0.415259,0.097597,0.009525200000000001,0.475725,0.6746,0.3983,0.1539,0.3429,2011,SIROHI,Rabi       ,39045,114373,2.9292611089768217
288,MOD13A3_006__1_km_monthly_NDVI_doy2012001_aid0008,SIROHI,01/01/2012,6267,-0.0848,0.7129,0.4029777,0.0906758,0.0082221,0.4595,0.6439,0.3882,0.153,0.33645,2012,SIROHI,Rabi       ,37254,101128,2.714554141837118
289,MOD13A3_006__1_km_monthly_NDVI_doy2012032_aid0008,SIROHI,01/02/2012,6268,0.1374,0.7239,0.37403390000000003,0.0913745,0.008349299999999999,0.42405,0.5987,0.3538,0.1374,0.307275,2012,SIROHI,Rabi       ,37254,101128,2.714554141837118
290,MOD13A3_006__1_km_monthly_NDVI_doy2013001_aid0008,SIROHI,01/01/2013,6267,-0.0436,0.7341,0.40174240000000006,0.0944627,0.008923200000000001,0.4599,0.6504,0.384,0.1624,0.3328,2013,SIROHI,Rabi       ,35949,99139,2.757767949038916
291,MOD13A3_006__1_km_monthly_NDVI_doy2013032_aid0008,SIROHI,01/02/2013,6268,-0.1434,0.7511,0.3823384,0.0956916,0.0091569,0.4338,0.6127,0.3611,0.1652,0.313275,2013,SIROHI,Rabi       ,35949,99139,2.757767949038916
292,MOD13A3_006__1_km_monthly_NDVI_doy2014001_aid0008,SIROHI,01/01/2014,6268,0.1336,0.7509999999999999,0.4093598,0.1010003,0.010201100000000001,0.4719,0.6795,0.3892,0.1336,0.3333,2014,SIROHI,Rabi       ,34035,94095,2.7646540326134863
293,MOD13A3_006__1_km_monthly_NDVI_doy2014032_aid0008,SIROHI,01/02/2014,6268,0.13699999999999998,0.7211,0.3705217,0.0956197,0.0091431,0.4226,0.6075,0.34700000000000003,0.13699999999999998,0.2993,2014,SIROHI,Rabi       ,34035,94095,2.7646540326134863
294,MOD13A3_006__1_km_monthly_NDVI_doy2015001_aid0008,SIROHI,01/01/2015,6268,0.1234,0.7449,0.3775898,0.09690030000000001,0.0093897,0.433025,0.6224,0.3533,0.1234,0.306575,2015,SIROHI,Rabi       ,26851,62377,2.3230792149268185
295,MOD13A3_006__1_km_monthly_NDVI_doy2015032_aid0008,SIROHI,01/02/2015,6268,0.1003,0.7008,0.33872199999999997,0.0863408,0.0074547,0.3852,0.5487,0.3163,0.134,0.276,2015,SIROHI,Rabi       ,26851,62377,2.3230792149268185
296,MOD13A3_006__1_km_monthly_NDVI_doy2016001_aid0008,SIROHI,01/01/2016,6267,-0.0242,0.7405,0.39740679999999995,0.09854349999999999,0.009710799999999999,0.4574,0.6581,0.3787,0.1416,0.3236,2016,SIROHI,Rabi       ,34226,91608,2.6765616782562964
297,MOD13A3_006__1_km_monthly_NDVI_doy2016032_aid0008,SIROHI,01/02/2016,6268,0.1225,0.7454,0.37122890000000003,0.0973543,0.0094779,0.425,0.6159,0.3486,0.1225,0.2976,2016,SIROHI,Rabi       ,34226,91608,2.6765616782562964
298,MOD13A3_006__1_km_monthly_NDVI_doy2017001_aid0008,SIROHI,01/01/2017,6267,-0.0342,0.7856,0.42667570000000005,0.0974763,0.0095016,0.48625,0.6843,0.4102,0.1696,0.3537,2017,SIROHI,Rabi       ,37509,108650,2.8966381401796903
299,MOD13A3_006__1_km_monthly_NDVI_doy2017032_aid0008,SIROHI,01/02/2017,6268,-0.0074,0.7451,0.37535040000000003,0.08894260000000001,0.0079108,0.421725,0.5882,0.35535,0.1739,0.310275,2017,SIROHI,Rabi       ,37509,108650,2.8966381401796903
300,MOD13A3_006__1_km_monthly_NDVI_doy2018001_aid0008,SIROHI,01/01/2018,6268,-0.0748,0.7712,0.4445317,0.11114829999999999,0.012353900000000001,0.519025,0.7577,0.4265,0.1243,0.3583,2018,SIROHI,Rabi       ,22239,66374,2.9845766446333015
301,MOD13A3_006__1_km_monthly_NDVI_doy2018032_aid0008,SIROHI,01/02/2018,6268,0.1296,0.726,0.3917349,0.095774,0.0091727,0.452125,0.6508,0.3726,0.1296,0.3185,2018,SIROHI,Rabi       ,22239,66374,2.9845766446333015
302,MOD13A3_006__1_km_monthly_NDVI_doy2019001_aid0008,SIROHI,01/01/2019,6268,0.11599999999999999,0.715,0.3421013,0.0898279,0.008069100000000001,0.3859,0.5462,0.3183,0.1494,0.2787,2019,SIROHI,Rabi       ,29066,87890,3.023807885501961
303,MOD13A3_006__1_km_monthly_NDVI_doy2019032_aid0008,SIROHI,01/02/2019,6268,0.1347,0.7283,0.3289631,0.0863221,0.0074515,0.3675,0.5132,0.3054,0.1347,0.270175,2019,SIROHI,Rabi       ,29066,87890,3.023807885501961
304,MOD13A3_006__1_km_monthly_NDVI_doy2001001_aid0009,TONK,01/01/2001,8848,-0.1889,0.7143,0.3224723,0.10673230000000002,0.011391799999999999,0.3751,0.5687,0.2923,0.0659,0.2459,2001,TONK,Rabi       ,70478,108495,1.539416555520872
305,MOD13A3_006__1_km_monthly_NDVI_doy2001032_aid0009,TONK,01/02/2001,8849,-0.1473,0.7146,0.2971253,0.093706,0.0087808,0.3418,0.5085,0.27,0.0756,0.2305,2001,TONK,Rabi       ,70478,108495,1.539416555520872
306,MOD13A3_006__1_km_monthly_NDVI_doy2002001_aid0009,TONK,01/01/2002,8845,-0.191,0.7494,0.335816,0.1199846,0.014396299999999999,0.3986,0.6245,0.3004,0.0337,0.248,2002,TONK,Rabi       ,60297,123635,2.0504336865847392
307,MOD13A3_006__1_km_monthly_NDVI_doy2002032_aid0009,TONK,01/02/2002,8847,-0.1904,0.7474,0.32148140000000003,0.1198692,0.0143686,0.38305,0.6063,0.2837,0.0227,0.2341,2002,TONK,Rabi       ,60297,123635,2.0504336865847392
308,MOD13A3_006__1_km_monthly_NDVI_doy2003001_aid0009,TONK,01/01/2003,8849,-0.0659,0.7713,0.2492862,0.08031419999999999,0.006450399999999999,0.2617,0.3463,0.2293,0.1227,0.2053,2003,TONK,Rabi       ,39825,80975,2.033270558694288
309,MOD13A3_006__1_km_monthly_NDVI_doy2003032_aid0009,TONK,01/02/2003,8849,-0.0754,0.7726,0.2390885,0.08548689999999999,0.007308,0.2488,0.3322,0.2149,0.1138,0.1932,2003,TONK,Rabi       ,39825,80975,2.033270558694288
310,MOD13A3_006__1_km_monthly_NDVI_doy2004001_aid0009,TONK,01/01/2004,8849,-0.1359,0.7121,0.33806679999999995,0.10346300000000001,0.0107046,0.3863,0.5693,0.3089,0.0852,0.2642,2004,TONK,Rabi       ,47241,124621,2.637983954615694
311,MOD13A3_006__1_km_monthly_NDVI_doy2004032_aid0009,TONK,01/02/2004,8849,-0.1172,0.7222,0.3184317,0.09888150000000001,0.009777600000000001,0.3627,0.5361,0.2889,0.1063,0.2471,2004,TONK,Rabi       ,47241,124621,2.637983954615694
312,MOD13A3_006__1_km_monthly_NDVI_doy2005001_aid0009,TONK,01/01/2005,8794,-0.2,0.7732,0.43733779999999994,0.13709770000000002,0.0187958,0.533275,0.7732,0.4232,0.0529,0.3377,2005,TONK,Rabi       ,60615,169243,2.792097665594325
313,MOD13A3_006__1_km_monthly_NDVI_doy2005032_aid0009,TONK,01/02/2005,8838,-0.1945,0.7635,0.3837545,0.1277332,0.0163158,0.4707,0.7328,0.3658,0.031,0.2948,2005,TONK,Rabi       ,60615,169243,2.792097665594325
314,MOD13A3_006__1_km_monthly_NDVI_doy2006001_aid0009,TONK,01/01/2006,8821,-0.1883,0.7605,0.4072205,0.1318731,0.0173905,0.5013,0.7605,0.385,0.0341,0.3052,2006,TONK,Rabi       ,54647,138646,2.5371200614855343
315,MOD13A3_006__1_km_monthly_NDVI_doy2006032_aid0009,TONK,01/02/2006,8822,-0.18899999999999997,0.7505,0.3481455,0.11961949999999999,0.0143088,0.4188,0.6564,0.31705,0.0227,0.2594,2006,TONK,Rabi       ,54647,138646,2.5371200614855343
316,MOD13A3_006__1_km_monthly_NDVI_doy2007001_aid0009,TONK,01/01/2007,8811,-0.1981,0.7949,0.36404000000000003,0.1578029,0.0249018,0.4729,0.7949,0.3124,-0.1093,0.23975,2007,TONK,Rabi       ,63430,163346,2.5752167743969734
317,MOD13A3_006__1_km_monthly_NDVI_doy2007032_aid0009,TONK,01/02/2007,8813,-0.1981,0.7903,0.3292751,0.14123070000000001,0.019946099999999998,0.4125,0.6878,0.2733,-0.0386,0.2288,2007,TONK,Rabi       ,63430,163346,2.5752167743969734
318,MOD13A3_006__1_km_monthly_NDVI_doy2008001_aid0009,TONK,01/01/2008,8830,-0.2,0.8222,0.37818709999999994,0.15611860000000002,0.024373,0.4923,0.8222,0.32665,-0.1076,0.2497,2008,TONK,Rabi       ,69961,175020,2.5016795071539857
319,MOD13A3_006__1_km_monthly_NDVI_doy2008032_aid0009,TONK,01/02/2008,8835,-0.1914,0.7901,0.35997979999999996,0.1520646,0.0231237,0.46925,0.7901,0.3053,-0.1077,0.23845,2008,TONK,Rabi       ,69961,175020,2.5016795071539857
320,MOD13A3_006__1_km_monthly_NDVI_doy2009001_aid0009,TONK,01/01/2009,8846,-0.1601,0.7892,0.42138590000000004,0.12652819999999998,0.0160094,0.5019,0.7591,0.4006,0.062,0.325525,2009,TONK,Rabi       ,40643,105913,2.605934601284354
321,MOD13A3_006__1_km_monthly_NDVI_doy2009032_aid0009,TONK,01/02/2009,8847,-0.2,0.7632,0.3488015,0.1158212,0.013414500000000001,0.4015,0.602,0.315,0.0861,0.2675,2009,TONK,Rabi       ,40643,105913,2.605934601284354
322,MOD13A3_006__1_km_monthly_NDVI_doy2010001_aid0009,TONK,01/01/2010,8849,-0.1575,0.8151,0.3955518,0.1417165,0.0200836,0.4956,0.8151,0.3786,-0.0671,0.2691,2010,TONK,Rabi       ,39926,106733,2.6732705505184597
323,MOD13A3_006__1_km_monthly_NDVI_doy2010032_aid0009,TONK,01/02/2010,8849,-0.0079,0.7811,0.3224349,0.1145809,0.013128799999999998,0.385,0.617,0.2946,0.0514,0.2303,2010,TONK,Rabi       ,39926,106733,2.6732705505184597
324,MOD13A3_006__1_km_monthly_NDVI_doy2011001_aid0009,TONK,01/01/2011,8843,-0.1847,0.7572,0.45619129999999997,0.1144793,0.0131055,0.5398,0.7572,0.4486,0.115,0.3698,2011,TONK,Rabi       ,88632,284497,3.2098677678490843
325,MOD13A3_006__1_km_monthly_NDVI_doy2011032_aid0009,TONK,01/02/2011,8848,-0.1941,0.7987,0.4889143,0.1161874,0.013499500000000001,0.572625,0.7987,0.48745,0.1518,0.4038,2011,TONK,Rabi       ,88632,284497,3.2098677678490843
326,MOD13A3_006__1_km_monthly_NDVI_doy2012001_aid0009,TONK,01/01/2012,8831,-0.1988,0.7598,0.46406260000000005,0.1292648,0.016709400000000003,0.56485,0.7598,0.4541,0.0754,0.3686,2012,TONK,Rabi       ,67431,233365,3.4607969628212545
327,MOD13A3_006__1_km_monthly_NDVI_doy2012032_aid0009,TONK,01/02/2012,8834,-0.1979,0.7366,0.4025371,0.1143472,0.013075299999999998,0.484375,0.7192,0.3928,0.0734,0.3194,2012,TONK,Rabi       ,67431,233365,3.4607969628212545
328,MOD13A3_006__1_km_monthly_NDVI_doy2013001_aid0009,TONK,01/01/2013,8825,-0.1991,0.7793,0.482998,0.1349808,0.018219799999999998,0.5966,0.7793,0.4784,0.0733,0.3815,2013,TONK,Rabi       ,61769,211218,3.4194822645663683
329,MOD13A3_006__1_km_monthly_NDVI_doy2013032_aid0009,TONK,01/02/2013,8823,-0.1933,0.7593,0.46207,0.127611,0.0162846,0.5652,0.7593,0.4571,0.0796,0.3651,2013,TONK,Rabi       ,61769,211218,3.4194822645663683
330,MOD13A3_006__1_km_monthly_NDVI_doy2014001_aid0009,TONK,01/01/2014,8817,-0.1942,0.8309,0.5312571,0.13599,0.0184933,0.6383,0.8309,0.5505,0.1272,0.4319,2014,TONK,Rabi       ,58416,200010,3.4238907148726376
331,MOD13A3_006__1_km_monthly_NDVI_doy2014032_aid0009,TONK,01/02/2014,8810,-0.1948,0.7787,0.5246291000000001,0.1326979,0.0176087,0.632275,0.7787,0.5415,0.1296,0.431025,2014,TONK,Rabi       ,58416,200010,3.4238907148726376
332,MOD13A3_006__1_km_monthly_NDVI_doy2015001_aid0009,TONK,01/01/2015,8813,-0.1967,0.7853,0.5355175999999999,0.13930510000000002,0.019405900000000004,0.6538,0.7853,0.5526,0.1039,0.4319,2015,TONK,Rabi       ,66376,138758,2.0904845124743883
333,MOD13A3_006__1_km_monthly_NDVI_doy2015032_aid0009,TONK,01/02/2015,8833,-0.1958,0.7842,0.47999790000000003,0.1345045,0.0180915,0.5814,0.7842,0.4843,0.0885,0.3791,2015,TONK,Rabi       ,66376,138758,2.0904845124743883
334,MOD13A3_006__1_km_monthly_NDVI_doy2016001_aid0009,TONK,01/01/2016,8822,-0.2,0.7755,0.47159309999999993,0.16089979999999998,0.0258887,0.613975,0.7755,0.46995,-0.0981,0.3281,2016,TONK,Rabi       ,51468,160971,3.127593844719049
335,MOD13A3_006__1_km_monthly_NDVI_doy2016032_aid0009,TONK,01/02/2016,8831,-0.1967,0.7815,0.4659185,0.1664175,0.0276948,0.6149,0.7815,0.4619,-0.1171,0.3147,2016,TONK,Rabi       ,51468,160971,3.127593844719049
336,MOD13A3_006__1_km_monthly_NDVI_doy2017001_aid0009,TONK,01/01/2017,8819,-0.1949,0.8267,0.5440893,0.1502727,0.022581900000000002,0.67325,0.8267,0.5660000000000001,0.0677,0.4285,2017,TONK,Rabi       ,69184,250843,3.6257371646623495
337,MOD13A3_006__1_km_monthly_NDVI_doy2017032_aid0009,TONK,01/02/2017,8842,-0.1914,0.8041,0.4813257000000001,0.1373685,0.0188701,0.5829,0.8041,0.4901,0.0696,0.3772,2017,TONK,Rabi       ,69184,250843,3.6257371646623495
338,MOD13A3_006__1_km_monthly_NDVI_doy2018001_aid0009,TONK,01/01/2018,8845,-0.1937,0.7987,0.45692790000000005,0.146004,0.0213172,0.5718,0.7987,0.4411,-0.0152,0.3359,2018,TONK,Rabi       ,45842,152773,3.3325989267483966
339,MOD13A3_006__1_km_monthly_NDVI_doy2018032_aid0009,TONK,01/02/2018,8849,-0.1561,0.7714,0.4032246,0.13192820000000002,0.0174051,0.5012,0.7714,0.3792,-0.0058,0.295,2018,TONK,Rabi       ,45842,152773,3.3325989267483966
340,MOD13A3_006__1_km_monthly_NDVI_doy2019001_aid0009,TONK,01/01/2019,8849,-0.1361,0.7731,0.4988309,0.1258255,0.015832099999999998,0.6028,0.7731,0.4888,0.1133,0.3993,2019,TONK,Rabi       ,40139,143883,3.584618450883181
341,MOD13A3_006__1_km_monthly_NDVI_doy2019032_aid0009,TONK,01/02/2019,8849,-0.1783,0.7821,0.4587662,0.12549749999999998,0.015749600000000002,0.556,0.7821,0.4411,0.0682,0.3592,2019,TONK,Rabi       ,40139,143883,3.584618450883181
342,MOD13A3_006__1_km_monthly_NDVI_doy2001001_aid0010,UDAIPUR,01/01/2001,15380,-0.1836,0.6264,0.2802205,0.055532500000000005,0.0030839,0.3101,0.4135,0.2689,0.1461,0.2411,2001,UDAIPUR,Rabi       ,17488,38009,2.1734332113449217
343,MOD13A3_006__1_km_monthly_NDVI_doy2001032_aid0010,UDAIPUR,01/02/2001,15380,-0.026000000000000002,0.6011,0.25417460000000003,0.045326599999999995,0.0020545000000000003,0.2796,0.3661,0.2455,0.1433,0.2219,2001,UDAIPUR,Rabi       ,17488,38009,2.1734332113449217
344,MOD13A3_006__1_km_monthly_NDVI_doy2002001_aid0010,UDAIPUR,01/01/2002,15380,-0.1305,0.7224,0.31146490000000004,0.07192589999999999,0.0051733000000000005,0.341925,0.4598,0.2955,0.1454,0.2633,2002,UDAIPUR,Rabi       ,38959,97378,2.499499473805796
345,MOD13A3_006__1_km_monthly_NDVI_doy2002032_aid0010,UDAIPUR,01/02/2002,15380,-0.0239,0.6967,0.2899021,0.0655546,0.0042974,0.3169,0.4223,0.2764,0.142,0.2466,2002,UDAIPUR,Rabi       ,38959,97378,2.499499473805796
346,MOD13A3_006__1_km_monthly_NDVI_doy2003001_aid0010,UDAIPUR,01/01/2003,15380,-0.1281,0.6214,0.27716640000000003,0.0499851,0.0024985,0.306,0.4026,0.2672,0.1484,0.2416,2003,UDAIPUR,Rabi       ,16935,38743,2.2877472689695897
347,MOD13A3_006__1_km_monthly_NDVI_doy2003032_aid0010,UDAIPUR,01/02/2003,15379,-0.1447,0.6607,0.249656,0.0505291,0.0025532,0.27815,0.3733,0.2394,0.1215,0.2146,2003,UDAIPUR,Rabi       ,16935,38743,2.2877472689695897
348,MOD13A3_006__1_km_monthly_NDVI_doy2004001_aid0010,UDAIPUR,01/01/2004,15379,0.0478,0.7042,0.3275274,0.0850163,0.0072278,0.3707,0.5303,0.3067,0.1157,0.2643,2004,UDAIPUR,Rabi       ,33804,82623,2.4441782037628683
349,MOD13A3_006__1_km_monthly_NDVI_doy2004032_aid0010,UDAIPUR,01/02/2004,15380,0.0136,0.7191,0.3055069,0.0764721,0.005848,0.3427,0.4816,0.2871,0.1206,0.2501,2004,UDAIPUR,Rabi       ,33804,82623,2.4441782037628683
350,MOD13A3_006__1_km_monthly_NDVI_doy2005001_aid0010,UDAIPUR,01/01/2005,15378,-0.18,0.7111,0.35203340000000005,0.0770675,0.0059394,0.3886,0.521,0.3383,0.1727,0.3003,2005,UDAIPUR,Rabi       ,48549,160395,3.3037755669529756
351,MOD13A3_006__1_km_monthly_NDVI_doy2005032_aid0010,UDAIPUR,01/02/2005,15380,-0.1414,0.7334,0.31591490000000005,0.0719185,0.0051722999999999995,0.3462,0.4604,0.3014,0.1558,0.27,2005,UDAIPUR,Rabi       ,48549,160395,3.3037755669529756
352,MOD13A3_006__1_km_monthly_NDVI_doy2006001_aid0010,UDAIPUR,01/01/2006,15376,-0.1981,0.773,0.3705382,0.0838862,0.0070369,0.4129,0.5617,0.3558,0.1671,0.313475,2006,UDAIPUR,Rabi       ,67990,148568,2.1851448742462125
353,MOD13A3_006__1_km_monthly_NDVI_doy2006032_aid0010,UDAIPUR,01/02/2006,15380,-0.1567,0.7190000000000001,0.331714,0.0743806,0.0055325,0.3643,0.4856,0.3168,0.1671,0.2834,2006,UDAIPUR,Rabi       ,67990,148568,2.1851448742462125
354,MOD13A3_006__1_km_monthly_NDVI_doy2007001_aid0010,UDAIPUR,01/01/2007,15375,-0.18,0.7851,0.3944284,0.0929238,0.0086348,0.4471,0.6256,0.3774,0.1504,0.3281,2007,UDAIPUR,Rabi       ,88904,217207,2.4431634122199224
355,MOD13A3_006__1_km_monthly_NDVI_doy2007032_aid0010,UDAIPUR,01/02/2007,15375,-0.1833,0.7744,0.3675025,0.0893257,0.0079791,0.41115,0.5703,0.3492,0.146,0.30495,2007,UDAIPUR,Rabi       ,88904,217207,2.4431634122199224
356,MOD13A3_006__1_km_monthly_NDVI_doy2008001_aid0010,UDAIPUR,01/01/2008,15380,-0.1291,0.7693,0.36484590000000006,0.0875703,0.007668600000000001,0.4072,0.5642,0.34700000000000003,0.1524,0.3025,2008,UDAIPUR,Rabi       ,79367,184713,2.327327478675016
357,MOD13A3_006__1_km_monthly_NDVI_doy2008032_aid0010,UDAIPUR,01/02/2008,15380,-0.1876,0.7593,0.3432022,0.0866285,0.0075045,0.3848,0.5388,0.3233,0.1437,0.2821,2008,UDAIPUR,Rabi       ,79367,184713,2.327327478675016
358,MOD13A3_006__1_km_monthly_NDVI_doy2009001_aid0010,UDAIPUR,01/01/2009,15380,-0.1353,0.7929999999999999,0.3481427,0.0813959,0.0066253,0.3872,0.5295,0.3302,0.153,0.2923,2009,UDAIPUR,Rabi       ,41115,86645,2.107381734160282
359,MOD13A3_006__1_km_monthly_NDVI_doy2009032_aid0010,UDAIPUR,01/02/2009,15380,-0.1615,0.7042,0.2967356,0.0670418,0.0044946000000000005,0.324125,0.4297,0.2833,0.1505,0.2537,2009,UDAIPUR,Rabi       ,41115,86645,2.107381734160282
360,MOD13A3_006__1_km_monthly_NDVI_doy2010001_aid0010,UDAIPUR,01/01/2010,15380,-0.1381,0.7811,0.3491322,0.0797101,0.0063537,0.3865,0.5243,0.3308,0.1636,0.2946,2010,UDAIPUR,Rabi       ,32201,75366,2.340486320300612
361,MOD13A3_006__1_km_monthly_NDVI_doy2010032_aid0010,UDAIPUR,01/02/2010,15380,-0.0603,0.7255,0.30110690000000007,0.0640023,0.0040963,0.3276,0.4303,0.2873,0.1643,0.2591,2010,UDAIPUR,Rabi       ,32201,75366,2.340486320300612
362,MOD13A3_006__1_km_monthly_NDVI_doy2011001_aid0010,UDAIPUR,01/01/2011,15380,-0.1842,0.7613,0.4483724,0.0965255,0.009317200000000001,0.5074,0.7019,0.4374,0.187,0.3777,2011,UDAIPUR,Rabi       ,55118,131966,2.3942450742044343
363,MOD13A3_006__1_km_monthly_NDVI_doy2011032_aid0010,UDAIPUR,01/02/2011,15380,-0.0858,0.7889,0.4046651,0.0964932,0.009310899999999999,0.462,0.6532,0.3872,0.1472,0.3344,2011,UDAIPUR,Rabi       ,55118,131966,2.3942450742044343
364,MOD13A3_006__1_km_monthly_NDVI_doy2012001_aid0010,UDAIPUR,01/01/2012,15380,-0.1806,0.7151,0.4026294,0.0845369,0.0071465,0.449,0.6051,0.3892,0.1947,0.3448,2012,UDAIPUR,Rabi       ,71948,201479,2.800341913604269
365,MOD13A3_006__1_km_monthly_NDVI_doy2012032_aid0010,UDAIPUR,01/02/2012,15380,-0.1336,0.7699,0.3721224,0.08539,0.0072914,0.4137,0.564,0.3538,0.1672,0.3135,2012,UDAIPUR,Rabi       ,71948,201479,2.800341913604269
366,MOD13A3_006__1_km_monthly_NDVI_doy2013001_aid0010,UDAIPUR,01/01/2013,15379,-0.1954,0.7144,0.3925383,0.0823864,0.0067875,0.4412,0.6013,0.3784,0.1751,0.33445,2013,UDAIPUR,Rabi       ,72678,178517,2.456272874872726
367,MOD13A3_006__1_km_monthly_NDVI_doy2013032_aid0010,UDAIPUR,01/02/2013,15379,-0.1954,0.7705,0.3866403,0.088001,0.0077442,0.4323,0.5935,0.3688,0.1648,0.3248,2013,UDAIPUR,Rabi       ,72678,178517,2.456272874872726
368,MOD13A3_006__1_km_monthly_NDVI_doy2014001_aid0010,UDAIPUR,01/01/2014,15380,-0.0868,0.8332,0.44720190000000004,0.09576269999999999,0.0091705,0.5058,0.6977,0.4306,0.1911,0.3775,2014,UDAIPUR,Rabi       ,70717,200803,2.839529391801123
369,MOD13A3_006__1_km_monthly_NDVI_doy2014032_aid0010,UDAIPUR,01/02/2014,15380,0.0041,0.8173,0.42415230000000004,0.1014135,0.0102847,0.4832,0.6848,0.4048,0.1506,0.3488,2014,UDAIPUR,Rabi       ,70717,200803,2.839529391801123
370,MOD13A3_006__1_km_monthly_NDVI_doy2015001_aid0010,UDAIPUR,01/01/2015,15380,-0.1712,0.7859999999999999,0.41875790000000007,0.0922692,0.008513600000000001,0.4688,0.6416,0.4012,0.182,0.3536,2015,UDAIPUR,Rabi       ,76849,193315,2.515517443297896
371,MOD13A3_006__1_km_monthly_NDVI_doy2015032_aid0010,UDAIPUR,01/02/2015,15380,-0.0918,0.8187,0.3895829,0.0979201,0.0095883,0.437825,0.6117,0.3687,0.157,0.3216,2015,UDAIPUR,Rabi       ,76849,193315,2.515517443297896
372,MOD13A3_006__1_km_monthly_NDVI_doy2016001_aid0010,UDAIPUR,01/01/2016,15376,-0.1796,0.802,0.38440599999999997,0.0892052,0.0079576,0.429125,0.5906,0.3672,0.1648,0.3213,2016,UDAIPUR,Rabi       ,74822,210840,2.8178877870145143
373,MOD13A3_006__1_km_monthly_NDVI_doy2016032_aid0010,UDAIPUR,01/02/2016,15380,-0.1829,0.8077,0.3661561,0.0929966,0.008648399999999999,0.4079,0.5663,0.34595,0.1642,0.3023,2016,UDAIPUR,Rabi       ,74822,210840,2.8178877870145143
374,MOD13A3_006__1_km_monthly_NDVI_doy2017001_aid0010,UDAIPUR,01/01/2017,15375,-0.2,0.8272,0.4399373,0.1007622,0.010153,0.4989,0.6964,0.4226,0.1708,0.3666,2017,UDAIPUR,Rabi       ,80410,250975,3.1211913941052107
375,MOD13A3_006__1_km_monthly_NDVI_doy2017032_aid0010,UDAIPUR,01/02/2017,15380,-0.1488,0.8181,0.4003923,0.1028857,0.010585500000000001,0.454925,0.6457,0.3762,0.1408,0.3273,2017,UDAIPUR,Rabi       ,80410,250975,3.1211913941052107
376,MOD13A3_006__1_km_monthly_NDVI_doy2018001_aid0010,UDAIPUR,01/01/2018,15380,-0.1853,0.8179,0.4340866,0.0997058,0.0099413,0.4941,0.6928,0.4178,0.1755,0.3616,2018,UDAIPUR,Rabi       ,80937,229859,2.8399743009995433
377,MOD13A3_006__1_km_monthly_NDVI_doy2018032_aid0010,UDAIPUR,01/02/2018,15380,-0.1313,0.7941,0.37783340000000004,0.0943956,0.0089105,0.423825,0.5902,0.3554,0.1492,0.3127,2018,UDAIPUR,Rabi       ,80937,229859,2.8399743009995433
378,MOD13A3_006__1_km_monthly_NDVI_doy2019001_aid0010,UDAIPUR,01/01/2019,15380,-0.1227,0.7792,0.38869040000000005,0.08483610000000001,0.007197199999999999,0.4298,0.5774,0.3705,0.1902,0.3314,2019,UDAIPUR,Rabi       ,74793,217764,2.9115558942681803
379,MOD13A3_006__1_km_monthly_NDVI_doy2019032_aid0010,UDAIPUR,01/02/2019,15380,-0.1332,0.8154,0.3741433,0.0929139,0.008633,0.4101,0.556,0.3498,0.1777,0.3127,2019,UDAIPUR,Rabi       ,74793,217764,2.9115558942681803
380,MOD13A3_006__1_km_monthly_NDVI_doy2001001_aid0011,AJMER,01/01/2001,10552,0.0281,0.7074,0.2454369,0.061542099999999995,0.0037874000000000002,0.264,0.3478,0.2317,0.1253,0.2081,2001,AJMER,Rabi       ,34280,41829,1.2202158693115521
381,MOD13A3_006__1_km_monthly_NDVI_doy2001032_aid0011,AJMER,01/02/2001,10552,0.055999999999999994,0.6957,0.23262979999999997,0.0607606,0.0036919000000000006,0.2473,0.3227,0.2183,0.1218,0.19699999999999998,2001,AJMER,Rabi       ,34280,41829,1.2202158693115521
