,Unnamed: 0_x,District,Year,January,February,March,October,November,December,Annual Total,Unnamed: 0.1,FNCount,FNMinimum,FNMaximum,FNMean,FNStandard Deviation,FNVariance,FNUpper Quartile,FNUpper 1.5 IQR,FNMedian,FNLower 1.5 IQR,FNLower Quartile,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare),JNCount,JNMinimum,JNMaximum,JNMean,JNStandard Deviation,JNVariance,JNUpper Quartile,JNUpper 1.5 IQR,JNMedian,JNLower 1.5 IQR,JNLower Quartile,FECount,FEMinimum,FEMaximum,FEMean,FEStandard Deviation,FEVariance,FEUpper Quartile,FEUpper 1.5 IQR,FEMedian,FELower 1.5 IQR,FELower Quartile,JECount,JEMinimum,JEMaximum,JEMean,JEStandard Deviation,JEVariance,JEUpper Quartile,JEUpper 1.5 IQR,JEMedian,JELower 1.5 IQR,JELower Quartile,Unnamed: 0_y,TminJ,TmaxJ,TmeanJ,TminF,TmaxF,TmeanF,TminD,TmaxD,TmeanD
102,103,BIKANER,2009,2.0,7.9,15.5,0.1,0.0,0.8,204.5,663,32177,0.0694,0.6485,0.13587960000000002,0.067601,0.0045699,0.1428,0.2079,0.1114,0.0694,0.0994,Rabi       ,58932,141123,2.394675219,32177,0.0684,0.6704,0.1331348,0.0585683,0.0034302,0.138,0.1894,0.1159,0.0684,0.1037,32177,0.0506,0.5112,0.0945195,0.0475086,0.0022571,0.0994,0.1448,0.0766,0.0506,0.0691,32177,0.0495,0.4623,0.0901442,0.0397628,0.0015811,0.0927,0.1261,0.0784,0.0495,0.0704,273,289.81,306.465,301.313921,296.165,312.705,307.1511006,294.96,305.74,301.79920510000005
103,104,BIKANER,2010,1.3,1.9,0.0,1.5,3.5,7.3,416.1,665,32177,0.0597,0.6168,0.1168652,0.0593386,0.0035211,0.1181,0.1628,0.0986,0.0597,0.0883,Rabi       ,55947,98721,1.764545016,32177,0.0634,0.5785,0.1156546,0.0469286,0.0022023000000000004,0.1189,0.1588,0.1023,0.0634,0.0923,32177,0.0447,0.4618,0.082397,0.0419517,0.0017599,0.0827,0.1128,0.0693,0.0447,0.0626,32177,0.0466,0.3814,0.0782671,0.0309221,0.0009562,0.08,0.1055,0.0692,0.0466,0.063,305,290.895,306.785,300.4313896000001,297.015,311.66,306.5247635,287.92,302.76,295.673023
104,105,BIKANER,2011,1.0,0.0,0.0,0.0,0.0,0.0,365.4,667,32177,0.0708,0.7215,0.15363729999999998,0.0780613,0.006093600000000001,0.1587,0.2292,0.1279,0.0708,0.1117,Rabi       ,79123,233437,2.9503052210000003,32177,0.0224,0.6418,0.1446274,0.0516856,0.0026714000000000004,0.1536,0.2085,0.133,0.0745,0.117,32177,0.0273,0.5471,0.1051408,0.0556798,0.0031002,0.1086,0.1581,0.0866,0.0273,0.0756,32177,0.0076,0.4959,0.096358,0.0346777,0.0012025,0.1014,0.1353,0.0885,0.0494,0.0788,337,289.15,304.145,299.0976408,293.97,310.335,304.5128639,289.96,303.4,298.7067081
105,106,BIKANER,2012,5.8,37.5,7.4,3.5,0.0,6.2,344.0,669,32177,0.0543,0.6331,0.15875920000000002,0.0667784,0.0044593,0.1637,0.2243,0.1379,0.0845,0.1233,Rabi       ,84175,209882,2.493400653,32177,0.0875,0.5509,0.1555724,0.0468297,0.002193,0.1638,0.2146,0.1449,0.0875,0.1299,32177,0.0211,0.4665,0.1118701,0.0483455,0.0023373,0.1149,0.1573,0.0961,0.056,0.0866,32177,0.0425,0.3832,0.1064438,0.0305585,0.0009338,0.1111,0.1427,0.0994,0.0624,0.09,369,290.91,304.335,299.9132669,293.635,308.32,303.997507,292.84,304.0,299.9882568
106,107,BIKANER,2013,4.1,7.8,5.7,4.4,1.1,0.0,282.1,671,32177,0.0708,0.6977,0.161577,0.08642280000000001,0.0074689,0.1737,0.2683,0.1311,0.0708,0.1106,Rabi       ,94731,230363,2.431759403,32177,0.0652,0.5527,0.15053970000000005,0.0491694,0.0024176,0.1616,0.2222,0.1367,0.0652,0.1211,32177,0.0357,0.5143,0.10897930000000003,0.0607552,0.0036912,0.1162,0.1799,0.0889,0.0357,0.0737,32177,0.0299,0.3963,0.1022478,0.033135500000000005,0.001098,0.1103,0.1526,0.0934,0.0468,0.0821,401,290.325,305.735,299.71778880000005,293.24,310.975,303.5230812,290.78,304.04,300.0084772
107,108,BIKANER,2014,0.2,2.5,60.5,0.0,0.0,0.0,349.6,673,32177,0.0793,0.7085,0.1620804,0.0881284,0.0077665999999999985,0.1722,0.2631,0.1291,0.0793,0.1116,Rabi       ,116365,287266,2.4686632580000003,32177,0.0,0.6225,0.152084,0.0614335,0.0037741,0.1599,0.2223,0.1324,0.0814,0.1183,32177,0.0332,0.5368,0.113239,0.063538,0.0040371,0.1198,0.1832,0.0897,0.0332,0.0775,32177,0.0,0.4427,0.10349360000000002,0.0415458,0.0017261,0.1087,0.151,0.0906,0.0551,0.0805,433,286.415,306.37,300.2440987,294.525,311.47,305.4694504,292.22,305.66,300.2101619
108,109,BIKANER,2015,0.0,2.5,14.9,1.9,0.0,0.0,371.8,675,32177,0.0686,0.6773,0.16201729999999998,0.08597510000000001,0.0073917,0.1754,0.2709,0.129,0.0686,0.1117,Rabi       ,120347,242416,2.014308624,32177,-0.0079,0.5783,0.1573172,0.0584609,0.0034177,0.1655,0.2267,0.1391,0.0704,0.1247,32177,0.0464,0.5295,0.1102297,0.0602323,0.0036279,0.1186,0.1838,0.0876,0.0464,0.0751,32177,-0.0026,0.3844,0.1052184,0.0381459,0.0014550999999999998,0.1111,0.1522,0.0932,0.05,0.0837,465,291.185,306.795,301.4970109,295.695,311.505,305.367474,289.76,308.5,302.1082595000001
109,110,BIKANER,2016,0.2,0.4,1.4,8.8,0.0,0.0,308.4,677,32177,0.0817,0.7126,0.1790251,0.0878463,0.007717,0.1923,0.2895,0.1436,0.0817,0.1275,Rabi       ,114460,282005,2.463786476,32177,0.0902,0.6876,0.1759259,0.06767460000000003,0.0045799,0.1837,0.2515,0.1523,0.0902,0.1385,32177,0.0538,0.5031,0.1211657,0.0604444,0.0036535,0.1298,0.1953,0.0967,0.0538,0.0861,32177,0.0347,0.4737,0.1182572,0.0459447,0.0021109,0.1232,0.1682,0.1025,0.0521,0.0932,497,290.4,308.035,302.2623200000001,294.5933333,312.0266667,306.2349301000001,292.76,307.48,302.3027001000001
110,111,BIKANER,2017,0.0,0.0,0.1,0.0,1.3,3.3,223.8,679,32177,0.0756,0.6862,0.17463510000000002,0.0942199,0.0088774,0.1913,0.302,0.1371,0.0756,0.1175,Rabi       ,113183,282654,2.497318502,32177,0.0849,0.6456,0.1726891,0.07065110000000001,0.0049916000000000006,0.1844,0.2648,0.1485,0.0849,0.1308,32177,0.0514,0.4989,0.118429,0.0654849,0.0042883,0.129,0.2034,0.0924,0.0514,0.0794,32177,0.0359,0.4513,0.1137783,0.0462402,0.0021382,0.1209,0.1725,0.0978,0.0359,0.0865,529,290.24,305.88,300.0574625,296.865,313.71,308.0037522,289.78,306.66,300.9700476000001
111,112,BIKANER,2018,3.377657021877206,6.124757312005018,5.744460127028935,2.742503724613815,1.4512804830236017,2.5015588488982985,260.10654512663683,681,32177,0.0681,0.6719,0.16681500000000002,0.088948,0.0079117,0.1843,0.2927,0.1328,0.0681,0.112,Rabi       ,108299,271413,2.5061450240000003,32177,0.0697,0.6533,0.16191570000000002,0.07535069999999999,0.0056777,0.1735,0.2581,0.1352,0.0697,0.1171,32177,0.0402,0.4742,0.1137957,0.0609024,0.0037091,0.1256,0.2003,0.0911,0.0402,0.0758,32177,0.0502,0.4765,0.1088684,0.0506265,0.002563,0.1167,0.174,0.0917,0.0502,0.0785,561,292.14,307.52,302.4410598,296.285,314.075,307.63014639999994,292.12,305.96,301.1630215
112,113,BIKANER,2019,3.377657021877206,6.124757312005018,5.744460127028935,2.742503724613815,1.4512804830236017,2.5015588488982985,260.10654512663683,683,32177,0.0757,0.7497,0.1787653,0.0999845,0.0099969,0.1999,0.3263,0.141,0.0757,0.1156,Rabi       ,105603,287989,2.727091086,32177,0.0551,0.6739,0.1668576,0.07555039999999999,0.005707899999999999,0.1778,0.2603,0.1427,0.0551,0.1227,32177,0.0499,0.5627,0.1230549,0.0703653,0.0049513000000000005,0.1371,0.2242,0.0967,0.0499,0.079,32177,0.0254,0.5098,0.1124971,0.0519843,0.0027024,0.1189,0.1727,0.0964,0.0444,0.083,592,289.245,306.75,300.1486871,293.615,315.02,304.9136365,287.7,302.3,295.5363385
113,114,BUNDI,2001,1.725,0.217,3.7769999999999997,24.634,1.689,0.0,698.51,685,6811,0.0238,0.8094,0.3573303,0.1538652,0.0236745,0.45495,0.7856,0.3075,0.0238,0.2341,Rabi       ,103745,259176,2.498202323,6811,-0.1015,0.7859999999999999,0.3806438,0.1506594,0.0226983,0.50315,0.7859999999999999,0.3422,-0.1015,0.25255,6811,0.013,0.5924,0.2333564,0.1086518,0.0118052,0.3025,0.5369,0.1932,0.013,0.1462,6811,-0.0351,0.5515,0.246817,0.103805,0.0107755,0.33215,0.5515,0.2177,-0.0351,0.15725,18,292.225,303.815,299.1612135,296.11,308.695,303.5850272,292.66,302.26,298.1454647
114,115,BUNDI,2002,0.514,4.135,0.32,0.455,11.797,6.968,288.906,687,6811,-0.0939,0.8521,0.4066986,0.1851988,0.0342986,0.5464,0.8521,0.345,-0.0939,0.25515,Rabi       ,105005,307114,2.924755964,6810,-0.1166,0.7864,0.4021464,0.1545751,0.0238934,0.5317,0.7864,0.36755,0.0754,0.2734,6811,-0.0365,0.654,0.2694154,0.13614379999999998,0.0185351,0.36725,0.654,0.2177,-0.0365,0.15915,6810,-0.0284,0.6008,0.25867640000000003,0.1086227,0.0117989,0.3427,0.6008,0.2279,-0.0284,0.1674,50,292.345,302.305,297.4259927,294.705,306.08,300.9186096,293.98,305.12,300.3558861
115,116,BUNDI,2003,4.781110091743118,2.576064220183484,4.005238532110091,14.36258715596329,15.437486238532118,3.010082568807339,718.7699174311928,689,6811,-0.1331,0.8057,0.3055718,0.1579007,0.0249326,0.36005,0.6084,0.2431,0.055,0.1944,Rabi       ,65862,161579,2.453296286,6811,-0.1474,0.8004,0.3096053,0.1284315,0.0164947,0.37005,0.605,0.2678,0.0007,0.2134,6811,-0.0236,0.6409,0.1990506,0.114301,0.013064700000000002,0.23095,0.3935,0.1498,-0.0236,0.1225,6811,-0.0317,0.5957,0.1869794,0.0806766,0.0065087,0.2202,0.3555,0.1575,0.0002,0.13,82,292.885,304.665,299.7598055,295.615,308.965,302.7725055,291.76,301.14,295.9361944
116,117,BUNDI,2004,0.0,0.0,0.0,21.0,0.0,0.0,516.0999999999998,691,6811,0.1051,0.8507,0.3905812,0.1792663,0.0321364,0.5121,0.8507,0.3215,0.1051,0.2494,Rabi       ,102994,264088,2.564110531,6811,-0.1577,0.8166,0.3977752,0.16165839999999998,0.0261334,0.5176,0.8166,0.3491,-0.103,0.26715,6811,0.0502,0.6542,0.2604357,0.1329746,0.0176822,0.34485,0.6282,0.2067,0.0502,0.1555,6811,-0.0387,0.5944,0.2493165,0.1079004,0.0116425,0.32605,0.5692,0.2142,-0.0387,0.1609,114,291.62,303.48,297.5906845,296.455,310.205,304.4052812,289.26,302.24,295.7676641000001
117,118,BUNDI,2005,0.0,0.0,4.3,0.0,0.0,0.0,562.3,693,6811,-0.1477,0.8414,0.4130195,0.16956020000000002,0.0287506,0.5507,0.8414,0.3767,-0.1477,0.2663,Rabi       ,81202,266007,3.275867589,6810,-0.1876,0.8221,0.464034,0.1788914,0.0320021,0.6301,0.8221,0.4481,-0.127,0.307175,6811,-0.0538,0.6467,0.2736533,0.1251513,0.015662799999999998,0.37005,0.6467,0.2428,-0.0538,0.1645,6810,-0.0389,0.6649,0.3067578,0.1357658,0.0184324,0.4294,0.6649,0.2856,-0.0389,0.1832,146,290.08,301.815,295.7525254,294.14,307.48,301.3550984,291.3,300.66,296.3190247
118,119,BUNDI,2006,0.0,0.0,3.0,0.0,0.0,0.0,517.9,695,6811,0.1098,0.8442,0.3986531,0.1788347,0.0319819,0.5197,0.8442,0.3382,0.1098,0.25445,Rabi       ,94861,287769,3.033585984,6811,-0.0427,0.8506,0.4309525,0.1651975,0.0272902,0.5618,0.8506,0.4016,-0.0427,0.29065,6811,0.0568,0.6334,0.2641225,0.1287993,0.0165892,0.3472,0.6294,0.2177,0.0568,0.1587,6811,-0.0154,0.6559,0.2831706,0.1161595,0.013493000000000002,0.3755,0.6559,0.2625,-0.0154,0.18085,178,291.7,303.07,297.5994039,297.395,311.455,305.772115,293.34,303.18,297.8232301000001
119,120,BUNDI,2007,0.0,32.4,12.2,0.0,0.0,1.8,585.6999999999998,697,6811,0.1112,0.8538,0.4213876,0.1848123,0.0341556,0.5618,0.8538,0.3575,0.1112,0.2707,Rabi       ,111575,405515,3.634461125,6810,0.0618,0.8291,0.4534597,0.1760473,0.0309927,0.5982,0.8291,0.4199,0.0618,0.3054,6811,0.0396,0.639,0.2680078,0.1271235,0.0161604,0.3586,0.639,0.2181,0.0396,0.1653,6810,0.0245,0.6193,0.2925914,0.1220993,0.0149082,0.393075,0.6193,0.26505,0.0245,0.188525,210,291.38,302.64,296.6894179,295.78,307.18,301.3781067,292.04,301.7,297.6194978000001
120,121,BUNDI,2008,0.0,0.0,0.5,1.5,3.8,0.0,564.8,699,6811,-0.0354,0.8546,0.4291383,0.1874199,0.0351262,0.5770000000000001,0.8546,0.3747,-0.0354,0.2725,Rabi       ,129893,458279,3.528126997,6811,0.0158,0.85,0.4306811,0.1685939,0.0284239,0.5729,0.85,0.3959,0.0158,0.2888,6811,-0.0155,0.6579,0.28029240000000005,0.1354164,0.0183376,0.38615,0.6579,0.2398,-0.0155,0.1635,6811,0.0068,0.6178,0.26935479999999995,0.11114949999999997,0.0123542,0.3586,0.6178,0.2496,0.0068,0.1719,242,290.135,301.98,296.0296276,294.27,307.715,301.563062,293.14,304.32,299.1882484
121,122,BUNDI,2009,0.0,0.0,0.0,9.2,11.0,0.0,387.2,701,6811,0.1058,0.8370000000000001,0.4203331,0.1863752,0.034735699999999994,0.56835,0.8370000000000001,0.3535,0.1058,0.2652,Rabi       ,117809,429814,3.648396982,6811,0.1052,0.8382,0.4657208,0.1734993,0.030102,0.61785,0.8382,0.4488,0.1052,0.3153,6811,0.0686,0.6249,0.2757739,0.1354973,0.0183595,0.37555,0.6249,0.2267,0.0686,0.16115,6811,0.0515,0.662,0.2933557,0.1233636,0.0152186,0.39815,0.662,0.2784,0.0515,0.1792,274,292.1,305.085,298.6875767,296.115,309.435,304.0992490000001,292.22,301.46,297.3730935
122,123,BUNDI,2010,0.0,2.5,0.0,0.0,75.0,1.5,616.7,703,6811,-0.067,0.848,0.3940373,0.1929614,0.0372341,0.5156,0.848,0.3227,-0.067,0.2409,Rabi       ,107862,366088,3.394040533,6811,-0.1879,0.8484,0.436712,0.1793318,0.0321599,0.5793,0.8484,0.3956,0.0299,0.28285,6811,-0.0143,0.6393,0.25345700000000004,0.14313520000000002,0.0204877,0.3392,0.6371,0.1967,-0.0143,0.1405,6811,-0.0347,0.6202,0.2748408,0.127395,0.016229499999999997,0.3825,0.6202,0.2412,-0.0347,0.16175,306,290.165,302.765,297.5146978,295.84,309.52,304.327126,289.64,299.5,294.9905124
123,124,BUNDI,2011,0.0,0.0,0.0,0.0,0.0,0.0,769.9,705,6811,-0.1812,0.8690000000000001,0.5076623,0.1951959,0.0381014,0.6774,0.8690000000000001,0.4921,-0.1225,0.336,Rabi       ,150244,570970,3.80028487,6810,-0.1878,0.8182,0.4764643,0.1504502,0.0226353,0.6005,0.8182,0.477,-0.0211,0.3499,6811,-0.0483,0.7135,0.3380571,0.1600695,0.0256222,0.4719,0.7135,0.3142,-0.0483,0.19115,6810,-0.0474,0.5808,0.2849611,0.1036827,0.0107501,0.3708,0.5808,0.28095,-0.0474,0.194525,338,289.98,300.97,295.3077221000001,294.925,306.915,300.4082543,289.38,298.94,294.0331589
124,125,BUNDI,2012,0.0,16.4,0.0,0.0,0.0,0.0,591.4,707,6809,-0.105,0.8367,0.465829,0.1791127,0.0320814,0.6125,0.8367,0.4294,-0.105,0.3173,Rabi       ,155833,707009,4.536965854,6808,-0.1878,0.8424,0.4931659000000001,0.1674844,0.028051,0.6391,0.8424,0.48095,-0.0648,0.3561,6809,-0.0517,0.6655,0.3077281,0.1346935,0.0181423,0.4144,0.6655,0.2755,-0.0517,0.192,6808,-0.0661,0.7162,0.3334262,0.1331376,0.017725599999999998,0.4411,0.7162,0.31125,-0.0661,0.2187,370,290.035,300.515,294.9109105,293.225,306.84,299.9502936,290.38,302.58,296.36064310000006
125,126,BUNDI,2013,5.6,3.3,3.3,31.5,0.0,0.3,918.7,709,6811,-0.1273,0.8834,0.4837909000000001,0.1961279,0.0384661,0.64035,0.8834,0.4447,-0.1273,0.31775,Rabi       ,154109,678060,4.399872817,6811,-0.0761,0.836,0.4746366,0.1630801,0.0265951,0.61345,0.836,0.4631,-0.0651,0.34045,6811,-0.0629,0.7097,0.3430732,0.1581993,0.025027,0.46065,0.7097,0.3062,-0.0629,0.20565,6811,-0.0325,0.6794,0.3114239,0.120405,0.0144974,0.40295,0.6794,0.2963,-0.0325,0.20895,402,290.72,301.27,295.6014881,294.32,307.02,300.394583,288.7,299.92,293.9938825000001
126,127,BUNDI,2014,21.7,0.0,125.1,7.5,0.0,0.0,811.9,711,6806,-0.0567,0.8931,0.5593739000000001,0.1918894,0.0368215,0.725,0.8931,0.56745,-0.0567,0.394325,Rabi       ,160285,607915,3.79271298,6811,-0.1488,0.8779,0.5519586999999999,0.1778202,0.03162,0.7072,0.8779,0.5696,-0.0413,0.4065,6806,-0.0157,0.7539,0.3823416,0.17430120000000002,0.0303809,0.522375,0.7539,0.3742,-0.0157,0.2202,6811,-0.055,0.7293,0.3482311,0.1465096,0.0214651,0.473,0.7293,0.3486,-0.055,0.21365,434,288.86,300.45,293.9593887000001,292.82,304.855,298.4160322,289.88,300.84,295.4199178
127,128,BUNDI,2015,0.0,0.0,0.3,0.0,0.0,0.0,534.6,713,6811,-0.104,0.8781,0.5264708,0.1943632,0.0377771,0.70015,0.8781,0.5188,-0.104,0.3656,Rabi       ,172991,368763,2.131688932,6810,-0.1828,0.8718,0.5268603000000001,0.1711618,0.0292964,0.66745,0.8718,0.5351,-0.0015,0.3981,6811,-0.0428,0.6990000000000001,0.34924720000000004,0.1564497,0.0244765,0.4839,0.6990000000000001,0.3339,-0.0428,0.2104,6810,-0.0543,0.7143,0.3447132,0.1332803,0.0177636,0.4514,0.7143,0.3378,-0.0543,0.23125,466,290.11,301.8,294.9889752,294.455,307.075,300.1280179,291.16,304.22,298.3555308
128,129,BUNDI,2016,4.7,11.0,0.0,18.0,0.0,0.0,925.1,715,6811,-0.0052,0.8772,0.5034702,0.1990291,0.0396126,0.6819,0.8772,0.4818,-0.0052,0.3322,Rabi       ,154914,646200,4.171346683,6810,-0.1583,0.8686,0.4934919,0.1754261,0.0307743,0.641925,0.8686,0.4825,-0.0471,0.35075,6811,-0.0021,0.6844,0.3296952,0.1495807,0.022374400000000003,0.45445,0.6844,0.3016,-0.0021,0.1938,6810,-0.0524,0.6965,0.3256697,0.13317939999999998,0.0177368,0.4282,0.6965,0.3101,-0.0524,0.210825,498,292.71,303.555,297.6456379,294.52,306.745,300.5654755,292.34,302.8,296.94977830000005
129,130,BUNDI,2017,0.0,0.0,0.0,0.0,0.0,7.5,462.4,717,6811,-0.1909,0.8843,0.519714,0.1950845,0.038058,0.69235,0.8843,0.5037,-0.0906,0.35645,Rabi       ,162248,705978,4.35122775,6810,-0.1454,0.871,0.5442331,0.1806572,0.032637,0.7109,0.871,0.551,-0.0422,0.400925,6811,-0.0315,0.6872,0.3437586,0.1526467,0.023301,0.46955,0.6872,0.3232,-0.0315,0.2067,6810,-0.0442,0.6594,0.3498928,0.1357251,0.0184213,0.4744,0.6594,0.3481,-0.0442,0.23025,530,290.705,301.77,295.1712524,294.78,308.14,301.19102410000005,293.62,302.76,298.1133402
130,131,BUNDI,2018,4.768565043519172,2.684333882223789,4.8656088763428205,13.99046655688857,14.51387595075669,2.8966588253744217,718.6212898925743,719,6811,0.1218,0.8607,0.4637307,0.1978891,0.0391601,0.63375,0.8607,0.4102,0.1218,0.2986,Rabi       ,146747,605429,4.125665261,6811,0.0725,0.8886,0.4916522,0.1797187,0.0322988,0.6512,0.8886,0.4655,0.0725,0.3417,6811,0.0775,0.6826,0.30611550000000004,0.1505309,0.0226595,0.4289,0.6826,0.2604,0.0775,0.1761,6811,0.022,0.6684,0.3058048,0.1237733,0.015319799999999996,0.4093,0.6684,0.2876,0.022,0.1972,562,293.22,304.395,298.1626846000001,294.405,309.98,302.6397203,291.84,302.04,296.5018734
131,132,BUNDI,2019,4.768565043519172,2.684333882223789,4.8656088763428205,13.99046655688857,14.51387595075669,2.8966588253744217,718.6212898925743,721,6811,0.1551,0.8784,0.5191572,0.1931233,0.0372966,0.69375,0.8784,0.4952,0.1551,0.35200000000000004,Rabi       ,147557,658540,4.462953299,6811,-0.1872,0.8361,0.5071995,0.1580307,0.0249737,0.6486,0.8361,0.5071,0.1022,0.38565,6811,0.0884,0.7376,0.3710974,0.16386779999999998,0.0268527,0.5186,0.7376,0.343,0.0884,0.221,6811,-0.0486,0.6416,0.3184679,0.1146749,0.013150299999999998,0.4089,0.6416,0.3081,-0.0486,0.2257,593,290.675,301.33,295.4207694,292.62,305.7,298.4100132,288.44,300.1,293.90979
132,133,CHURU,2001,1.117,2.291,2.1919999999999997,4.6739999999999995,0.0,0.0,331.55,723,20462,0.0738,0.6333,0.1368039,0.0469023,0.0021998,0.139,0.1733,0.1259,0.0822,0.1161,Rabi       ,17615,42306,2.401703094,20462,0.0962,0.588,0.1387846,0.0379504,0.0014402000000000002,0.1434,0.1767,0.1309,0.0962,0.1212,20462,0.0531,0.4657,0.0934385,0.0333312,0.001111,0.0945,0.1173,0.0857,0.0643,0.0793,20462,0.0637,0.4219,0.0912024,0.025592,0.0006548999999999999,0.0946,0.1172,0.0858,0.0637,0.0795,20,290.42,305.125,300.5772316,296.94,310.855,306.4535607,291.42,304.46,299.4544776
133,134,CHURU,2002,1.5090000000000001,2.551,2.725,0.055,9.958,18.905,117.053,725,20462,0.0854,0.6834,0.1503325,0.0512686,0.0026285,0.1528,0.1885,0.14075,0.0995,0.129,Rabi       ,11001,30726,2.7930188160000005,20462,0.0869,0.5709,0.1588645,0.0391278,0.001531,0.1659,0.2037,0.1538,0.1054,0.1407,20462,0.0584,0.513,0.1015551,0.0352952,0.0012458,0.102,0.1234,0.0947,0.0689,0.0877,20462,0.0612,0.4262,0.1046093,0.026258799999999995,0.0006895,0.1079,0.1294,0.1008,0.0726,0.0935,52,291.355,304.94,301.244881,295.105,309.635,305.076504,293.9,303.72,299.9361881
134,135,CHURU,2003,5.165155963302753,7.530220183486239,5.5007339449541295,4.0985504587155965,2.878596330275228,3.8580917431192674,354.4457981651377,727,20462,0.0781,0.6813,0.1237442,0.0561396,0.0031517,0.1213,0.1495,0.1109,0.0781,0.1025,Rabi       ,12191,33026,2.709047658,20462,0.0747,0.5241,0.1226227,0.0380139,0.0014451,0.1263,0.1576,0.115,0.0747,0.1054,20462,0.0448,0.5266,0.0875265,0.0408364,0.0016675999999999998,0.0855,0.1044,0.0783,0.0545,0.0729,20462,0.0476,0.3526,0.0805681,0.0239961,0.0005757999999999999,0.0819,0.0993,0.0758,0.0529,0.0703,84,291.235,302.02,297.3605499,294.975,307.285,302.697163,281.62,304.26,297.0126558
135,136,CHURU,2004,3.5,0.0,0.0,30.1,0.0,2.4,245.7,729,20462,0.09,0.7116,0.15168779999999998,0.0630115,0.0039705,0.1521,0.1929,0.135,0.09,0.1249,Rabi       ,11469,32044,2.793966344,20462,0.1013,0.6248,0.1588685,0.0479641,0.0023006,0.1622,0.1964,0.1497,0.1071,0.1394,20462,0.067,0.5055,0.1000545,0.0426047,0.0018152,0.0993,0.1246,0.0888,0.067,0.0824,20462,0.0625,0.439,0.1017139,0.0320533,0.0010274,0.1039,0.1265,0.0958,0.0662,0.0888,116,290.805,304.495,299.3973266000001,297.725,311.31,307.5701073,290.2,303.62,299.4803069
136,137,CHURU,2005,2.4,49.6,21.5,0.0,0.1,0.0,360.2,731,20462,0.0888,0.6624,0.1590696,0.07824160000000001,0.0061217,0.174,0.2667,0.1316,0.0888,0.1122,Rabi       ,13071,37107,2.838879963,20462,0.0926,0.6684,0.1495809,0.0588424,0.0034624,0.1589,0.222,0.1359,0.0926,0.1168,20462,0.0501,0.4725,0.1034554,0.052227599999999985,0.0027277,0.112,0.1699,0.0856,0.0501,0.0734,20462,0.059,0.4643,0.0961905,0.038414599999999986,0.0014757,0.1006,0.1373,0.0874,0.059,0.0761,148,290.875,303.265,298.5288687,292.355,307.27,300.7910077,292.12,304.5,299.9557301000001
137,138,CHURU,2006,0.0,0.0,17.2,17.3,0.0,1.1,243.6,733,20462,0.0773,0.615,0.1534354,0.0551504,0.0030416,0.1611,0.2154,0.13775,0.0773,0.1249,Rabi       ,16077,44397,2.761522672,20462,0.0912,0.5501,0.15163629999999995,0.043626,0.0019032,0.1614,0.2113,0.1407,0.0912,0.1281,20462,0.0524,0.4376,0.1039809,0.0372279,0.0013859000000000002,0.1079,0.1415,0.0933,0.0524,0.0855,20462,0.059,0.3815,0.1011349,0.028134,0.0007915,0.1067,0.13699999999999998,0.094,0.059,0.0865,180,292.29,304.315,300.3007631,300.045,312.33,308.8962673,292.48,302.82,298.32827189999995
138,139,CHURU,2007,0.0,36.0,21.0,0.0,0.0,0.0,335.0,735,20462,0.079,0.7337,0.161079,0.081643,0.006665600000000001,0.173075,0.2607,0.1314,0.079,0.1146,Rabi       ,15743,26817,1.703423744,20462,0.0908,0.6526,0.1572801,0.05849540000000001,0.0034217,0.1666,0.229,0.1416,0.0908,0.125,20462,0.0521,0.5543,0.1047548,0.056274,0.0031668000000000004,0.1108,0.1667,0.0843,0.0521,0.0735,20462,0.053,0.4865,0.1060892,0.0412478,0.0017013999999999998,0.1108,0.1499,0.0949,0.053,0.0847,212,291.66,303.79,299.8497497,294.39,306.41,302.2294695,294.76,302.38,300.2121992
139,140,CHURU,2008,0.0,0.1,0.1,0.1,0.1,0.5,444.50000000000017,737,20462,0.085,0.6473,0.155393,0.05859320000000001,0.0034332,0.1673,0.2348,0.14,0.085,0.1223,Rabi       ,17651,22633,1.282250297,20462,0.0948,0.6189,0.1606805,0.0491777,0.0024184,0.1746,0.2386,0.1503,0.0948,0.1319,20462,0.0673,0.466,0.1052185,0.0398331,0.0015867,0.1108,0.1514,0.0948,0.0673,0.0837,20462,0.0563,0.4611,0.1060274,0.0332142,0.0011032,0.1138,0.1529,0.0994,0.0563,0.0877,244,290.5,302.25,298.6807023,296.99,308.635,305.477678,292.04,306.14,301.53607610000006
140,141,CHURU,2009,7.1,4.0,2.2,0.6000000000000001,0.2,0.2,213.2,739,20462,0.0841,0.7114,0.1783639,0.084165,0.007083800000000001,0.1993,0.3031,0.1455,0.0841,0.1301,Rabi       ,17325,27853,1.607676768,20462,0.0867,0.6674,0.177037,0.0650659,0.0042336000000000006,0.191,0.2657,0.1564,0.0867,0.1412,20462,0.0625,0.5361,0.1176498,0.05898290000000001,0.003479,0.1298,0.197,0.0934,0.0625,0.085,20462,0.059,0.5043,0.1150045,0.0449196,0.0020178,0.1223,0.168,0.1002,0.059,0.0918,276,289.81,304.865,300.0426183,296.46,310.64,306.0739117,293.66,303.18,300.2811661
