,Unnamed: 0_x,District,Year,January,February,March,October,November,December,Annual Total,Unnamed: 0.1,FNCount,FNMinimum,FNMaximum,FNMean,FNStandard Deviation,FNVariance,FNUpper Quartile,FNUpper 1.5 IQR,FNMedian,FNLower 1.5 IQR,FNLower Quartile,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare),JNCount,JNMinimum,JNMaximum,JNMean,JNStandard Deviation,JNVariance,JNUpper Quartile,JNUpper 1.5 IQR,JNMedian,JNLower 1.5 IQR,JNLower Quartile,FECount,FEMinimum,FEMaximum,FEMean,FEStandard Deviation,FEVariance,FEUpper Quartile,FEUpper 1.5 IQR,FEMedian,FELower 1.5 IQR,FELower Quartile,JECount,JEMinimum,JEMaximum,JEMean,JEStandard Deviation,JEVariance,JEUpper Quartile,JEUpper 1.5 IQR,JEMedian,JELower 1.5 IQR,JELower Quartile,Unnamed: 0_y,TminJ,TmaxJ,TmeanJ,TminF,TmaxF,TmeanF,TminD,TmaxD,TmeanD
203,204,GANGANAGAR,2015,0.0,8.9,17.4,1.1,0.0,0.0,312.9,865,14047,-0.1226,0.8416,0.4465486,0.2139969,0.0457947,0.6382,0.8416,0.4736,-0.1226,0.25005,Rabi       ,256659,937036,3.650898663,14047,-0.0602,0.7559,0.3671269,0.1663419,0.0276696,0.5092,0.7559,0.3785,-0.0602,0.2109,14047,-0.0363,0.6544,0.2990035,0.14703729999999998,0.02162,0.4292,0.6544,0.3167,-0.0363,0.1643,14047,-0.0207,0.5043,0.2288434,0.1028853,0.0105854,0.3136,0.5043,0.2379,-0.0207,0.1328,472,285.07,303.855,294.5824157,290.425,308.335,297.42314510000006,288.44,304.8,296.512073
204,205,GANGANAGAR,2016,3.6,0.1,2.1,0.1,0.0,0.0,153.9,867,14047,0.0805,0.8490000000000001,0.4705481,0.2106458,0.0443716,0.65845,0.8490000000000001,0.5075,0.0805,0.28275,Rabi       ,274584,1037621,3.778883693,14047,-0.1111,0.8124,0.4432204000000001,0.1903796,0.0362444,0.6068,0.8124,0.4775,-0.1111,0.26865,14047,0.0488,0.6373,0.3174393,0.1476314,0.021795,0.44485,0.6373,0.338,0.0488,0.1861,14047,-0.028,0.63,0.294663,0.13357049999999998,0.0178411,0.405,0.63,0.3118,-0.028,0.17215,504,283.815,304.79,295.240939,289.885,305.34,296.8036264,286.88,304.46,295.8169019
205,206,GANGANAGAR,2017,0.5,0.5,0.0,0.0,1.8,3.0,157.1,869,14047,-0.1808,0.8548,0.4594205,0.1998535,0.0399414,0.6277,0.8548,0.4939,-0.1808,0.2955,Rabi       ,248342,984304,3.963501945,14047,-0.0744,0.8182,0.4177553,0.1773824,0.0314645,0.56885,0.8182,0.4478,-0.0744,0.25725,14047,-0.0474,0.6791,0.3101812,0.14210970000000006,0.0201952,0.42685,0.6791,0.3296,-0.0474,0.19005,14047,-0.0274,0.6791,0.2720676,0.120902,0.0146173,0.36915,0.6261,0.28800000000000003,-0.0274,0.1637,536,286.245,302.73,293.5563329,292.115,310.105,299.4477707,289.28,302.12,294.7630386
206,207,GANGANAGAR,2018,4.18235081941504,8.303036932486473,8.019435426958362,1.944500117619384,1.5707472751509453,4.038206696463578,236.85886536501218,871,14047,-0.0612,0.8361,0.4545446,0.2058456,0.0423724,0.6348,0.8361,0.4889,-0.0612,0.2732,Rabi       ,262110,1059309,4.041467323,14047,-0.0391,0.8044,0.4122781,0.1844478,0.034021,0.57055,0.8044,0.4398,-0.0391,0.2448,14047,-0.0222,0.655,0.3148358,0.1488244,0.0221487,0.44025,0.655,0.3328,-0.0222,0.18405,14047,-0.0169,0.5804,0.2740643,0.1266107,0.0160303,0.3787,0.5804,0.2884,-0.0169,0.16005,568,288.635,304.175,294.8828182000001,289.905,310.42,298.2418333,288.68,304.0,294.0192771
207,209,JAISALMER,2001,0.0,0.386,0.0,1.365,0.93,0.0,201.055,951,45852,-0.1827,0.4453,0.0987234,0.0210022,0.0004411,0.1092,0.1449,0.0962,0.0521,0.0854,Rabi       ,11003,26426,2.401708625,45851,-0.1321,0.4222,0.102867,0.02214,0.0004902,0.1158,0.1575,0.1005,0.0474,0.0879,45852,-0.0953,0.322,0.0712743,0.0152804,0.0002335,0.0791,0.1052,0.0693,0.0357,0.0617,45851,-0.0593,0.3108,0.0729443,0.015397200000000003,0.0002371,0.0821,0.1113,0.071,0.0334,0.0626,27,294.72,308.82,305.4401298,298.95,315.36,310.7381096000001,295.04,309.76,305.4703893
208,210,JAISALMER,2002,0.0,0.696,0.92,0.0,5.0889999999999995,6.562,55.501999999999995,953,45853,-0.0682,0.4214,0.1154827,0.0263279,0.0006932,0.1285,0.1738,0.112,0.0542,0.0983,Rabi       ,11448,31975,2.7930642910000003,45852,0.0023,0.4774,0.1245177,0.0279353,0.0007803999999999999,0.14,0.1911,0.1215,0.0556,0.1059,45853,-0.0154,0.3101,0.0836451,0.0199678,0.0003987,0.0933,0.127,0.0807,0.0379,0.0708,45852,0.0006,0.353,0.0882645,0.0203827,0.0004155,0.0989,0.1347,0.0857,0.0392,0.075,59,294.68,308.44,304.2392422,297.855,313.4,308.5332503,295.9,307.86,302.7795128
209,211,JAISALMER,2003,1.708954128440366,4.452155963302754,3.598614678899083,3.161467889908258,1.8026972477064218,2.507633027522936,187.3442752293578,955,45852,0.0365,0.5009,0.0802449,0.019102,0.0003649,0.0843,0.1038,0.0776,0.0518,0.0713,Rabi       ,7486,20280,2.7090569060000003,45853,-0.0012,0.3889,0.0854227,0.0172858,0.0002988,0.0915,0.1144,0.0836,0.0534,0.0762,45852,0.0209,0.3756,0.058784400000000014,0.014627,0.0002139,0.0623,0.0782,0.0565,0.0358,0.0517,45853,-0.0004,0.2894,0.06130740000000001,0.0119875,0.0001437,0.0654,0.0807,0.06,0.0399,0.0552,91,294.94,308.82,303.2857498,297.84,313.245,306.9907111,293.36,306.74,302.1197038
210,212,JAISALMER,2004,1.7,0.0,0.0,104.0,0.0,6.5,172.0,957,45853,-0.0726,0.5117,0.1365578,0.0422013,0.0017809000000000004,0.1566,0.2302,0.1284,0.0413,0.1075,Rabi       ,5377,15023,2.79393714,45853,0.0491,0.5799,0.14323970000000005,0.0409049,0.0016732,0.1645,0.2396,0.1375,0.0491,0.1144,45853,-0.0138,0.3722,0.0967704,0.0297776,0.0008867000000000002,0.111,0.163,0.0909,0.0243,0.0763,45853,0.0249,0.4272,0.1020667,0.02955,0.0008732000000000001,0.1171,0.1706,0.0974,0.0299,0.0814,123,293.285,307.895,303.5907541,299.62,314.27,310.6445886,294.2,307.36,303.038305
211,213,JAISALMER,2005,0.0,0.1,0.6000000000000001,0.0,0.0,0.0,139.5,959,45853,0.0327,0.5716,0.0913557,0.0289525,0.0008382,0.0963,0.1243,0.0858,0.0496,0.0776,Rabi       ,4821,13686,2.838830118,45853,0.0142,0.5442,0.0942192,0.0266726,0.0007113999999999999,0.1014,0.133,0.0897,0.0489,0.0803,45853,0.0202,0.4171,0.0666729,0.0214132,0.0004585,0.0704,0.0912,0.0624,0.0357,0.0565,45853,0.0073,0.4042,0.0669767,0.0191558,0.0003669,0.0721,0.0949,0.0637,0.0341,0.0569,155,292.845,305.135,300.9477044,297.15,312.78,307.12768210000013,290.68,309.02,301.809555
212,214,JAISALMER,2006,0.0,0.0,7.5,0.5,0.0,3.6,325.4,961,45853,-0.0983,0.5557,0.1006336,0.0373279,0.0013934000000000002,0.1061,0.1434,0.0936,0.0444,0.0812,Rabi       ,13015,35942,2.761582789,45853,-0.0585,0.5064,0.0978268,0.0313325,0.0009817,0.1066,0.1468,0.0927,0.0405,0.0798,45853,-0.0228,0.4477,0.07352280000000001,0.0281563,0.0007928,0.0773,0.105,0.0684,0.0324,0.0588,45853,-0.0146,0.4092,0.0715688,0.0233829,0.0005468,0.0781,0.1081,0.0681,0.0288,0.0581,187,292.435,306.805,302.36533060000005,300.815,316.6,311.6605026000001,292.42,306.26,302.4924607
213,215,JAISALMER,2007,0.0,11.7,13.1,0.0,0.0,0.8,188.4,963,45842,-0.1988,0.6338,0.12673589999999998,0.04594,0.0021105,0.1354,0.184,0.1177,0.0561,0.103,Rabi       ,13030,19197,1.4732924019999998,45838,-0.1988,0.5783,0.1260935,0.038955,0.0015175,0.1392,0.1911,0.1208,0.0545,0.1046,45842,-0.0836,0.5089,0.0913119,0.0342965,0.0011763,0.0976,0.1339,0.0845,0.0371,0.0734,45838,-0.1038,0.4092,0.0884043,0.0274423,0.0007531,0.0976,0.1342,0.0843,0.0366,0.0732,219,291.595,307.76,303.0344511,295.12,312.465,305.9608164,293.66,307.78,303.9459041
214,216,JAISALMER,2008,1.4,0.4,0.0,0.0,0.0,20.6,247.2,965,45850,-0.126,0.5574,0.1080898,0.0374743,0.0014042999999999998,0.1147,0.1532,0.1001,0.0512,0.08900000000000001,Rabi       ,9696,8987,0.926877063,45850,-0.145,0.53,0.1137299,0.0330789,0.0010942,0.1247,0.1689,0.1083,0.0532,0.0952,45850,-0.0457,0.407,0.0771529,0.0274462,0.0007532999999999999,0.0818,0.1098,0.0711,0.0353,0.0631,45850,-0.0567,0.4144,0.0800964,0.0237577,0.0005644000000000001,0.0875,0.1181,0.0763,0.0368,0.0671,251,289.525,305.29,300.6265913000001,296.76,312.8,308.870777,294.06,306.14,301.2193784
215,217,JAISALMER,2009,0.4,3.3,0.1,0.0,0.0,0.0,92.8,967,45853,0.0391,0.5908,0.1104403,0.046276300000000006,0.0021415,0.1114,0.1454,0.099,0.0549,0.0887,Rabi       ,9521,7878,0.8274340929999999,45853,0.0358,0.604,0.10511860000000002,0.0402592,0.0016208,0.1091,0.1439,0.0959,0.0511,0.0859,45853,0.0229,0.4747,0.07846689999999999,0.033482099999999994,0.001121,0.0781,0.1004,0.07,0.0409,0.0632,45853,0.0205,0.417,0.0732571,0.0288695,0.0008334,0.0761,0.1011,0.0666,0.0344,0.0594,283,290.665,308.125,301.8420720000001,299.14,314.765,309.476895,296.92,307.52,303.7912625
216,218,JAISALMER,2010,0.7,0.0,0.0,1.7,14.2,0.0,378.4,969,45853,0.0335,0.6403,0.0916294,0.0339461,0.0011523,0.0961,0.1268,0.0848,0.045,0.0756,Rabi       ,10768,12725,1.181742199,45853,0.0374,0.5873,0.0959233,0.030575900000000007,0.0009349,0.1013,0.1313,0.0908,0.0525,0.0813,45853,0.0205,0.4681,0.0662495,0.0246957,0.0006099,0.0696,0.0924,0.0613,0.0326,0.0544,45853,0.0224,0.4267,0.06829980000000001,0.0217664,0.0004738,0.0722,0.0938,0.0647,0.0362,0.0578,315,294.68,307.745,303.0444827,299.885,313.64,308.5536984,291.2,306.52,301.3087907
217,219,JAISALMER,2011,0.0,0.0,0.0,0.0,0.0,0.0,291.0,971,45853,-0.1655,0.6731,0.1468992,0.046866000000000005,0.0021964000000000003,0.1587,0.2133,0.1392,0.0677,0.1223,Rabi       ,15127,51937,3.433397237,45849,-0.1695,0.6003,0.15477779999999994,0.0379153,0.0014376,0.1733,0.2351,0.1523,0.0703,0.1321,45853,-0.0666,0.4938,0.1005183,0.0333564,0.0011126,0.1065,0.1395,0.0947,0.0515,0.0845,45849,-0.0736,0.4308,0.1045454,0.0248926,0.0006196000000000001,0.1157,0.153,0.1028,0.0535,0.0908,347,292.035,306.575,301.8573739,295.775,312.425,306.7229836,290.54,304.74,300.5144528
218,220,JAISALMER,2012,0.0,19.0,11.3,0.1,0.0,0.0,243.9,973,45845,-0.1804,0.583,0.150953,0.0452293,0.0020457,0.1667,0.2301,0.1433,0.0651,0.1244,Rabi       ,14076,18403,1.307402671,45842,-0.1638,0.599,0.15589289999999995,0.0404112,0.0016331,0.175,0.241,0.1509,0.0651,0.131,45845,-0.0983,0.4314,0.1083522,0.0336626,0.0011332,0.1198,0.1663,0.1024,0.0447,0.0888,45842,-0.0789,0.4286,0.1107843,0.028767200000000007,0.0008276,0.1251,0.1731,0.107,0.0451,0.0931,379,291.58,305.34,301.653309,294.815,309.76,305.7992211,294.1,306.54,302.4972091
219,221,JAISALMER,2013,1.7,2.9,2.2,3.6,0.0,0.0,221.2,975,45853,0.0575,0.6911,0.13765460000000002,0.052839099999999986,0.002792,0.1492,0.2107,0.1255,0.0575,0.1082,Rabi       ,13424,17467,1.301176996,45853,0.0571,0.6206,0.14106329999999995,0.036536300000000015,0.0013349,0.1579,0.217,0.1364,0.0606,0.1185,45853,0.033,0.5606,0.0936495,0.0377047,0.0014216,0.1025,0.1479,0.0845,0.033,0.0722,45853,0.037000000000000005,0.4994,0.099572,0.0262115,0.000687,0.1117,0.1541,0.0957,0.0422,0.0834,411,293.36,307.49,303.0503467,295.65,312.28,306.042778,293.28,305.42,302.3344378999999
220,222,JAISALMER,2014,0.0,0.0,16.8,0.0,0.0,0.0,122.5,977,45853,0.0571,0.6746,0.1282057,0.0488788,0.0023891,0.1353,0.1825,0.1182,0.0571,0.1038,Rabi       ,13709,18128,1.322342986,45853,0.0558,0.6068,0.12679749999999998,0.0379447,0.0014398,0.1375,0.1834,0.1215,0.0622,0.1069,45853,0.034,0.508,0.0910955,0.0358337,0.0012840999999999998,0.0958,0.1297,0.0834,0.0414,0.0732,45853,0.0355,0.4719,0.0891755,0.0273816,0.0007497999999999999,0.0964,0.1283,0.0851,0.0434,0.0751,443,292.295,306.86,302.7179039,297.475,312.255,307.9959568999999,294.5,305.08,301.3345631
221,223,JAISALMER,2015,0.0,0.0,3.1,0.1,0.0,0.0,309.0,979,45853,0.0441,0.6293,0.1109202,0.04745,0.0022515,0.1159,0.1591,0.0984,0.0441,0.0871,Rabi       ,10318,10022,0.97131227,45853,0.045,0.654,0.1104973,0.0423969,0.0017975,0.118,0.1607,0.1019,0.0473,0.0895,45853,0.0273,0.4513,0.0797132,0.0342315,0.0011718,0.0831,0.1138,0.0704,0.0319,0.0626,45853,0.0285,0.4869,0.07805110000000001,0.0302069,0.0009125,0.0829,0.112,0.0715,0.0345,0.0635,475,295.19,307.315,303.4419822,299.165,312.97,308.0275312,285.74,311.62,304.3963636000001
222,224,JAISALMER,2016,3.1,10.2,0.0,6.2,0.0,0.0,189.9,981,45853,-0.1475,0.7256,0.1394256,0.0536174,0.0028748000000000003,0.15,0.208,0.1285,0.061,0.1113,Rabi       ,12514,17427,1.392600288,45851,-0.1722,0.6936,0.141853,0.0478838,0.0022929,0.1552,0.214,0.1346,0.059,0.116,45853,-0.0768,0.5555,0.098719,0.0381396,0.0014546,0.1061,0.1467,0.0911,0.0425,0.079,45851,-0.0966,0.5376,0.0996779,0.0337075,0.0011362,0.1089,0.1492,0.095,0.0417,0.08199999999999999,507,293.165,308.635,303.8069680000001,299.06,311.245,307.2905445,295.08,308.6,305.2464298
223,225,JAISALMER,2017,0.0,0.0,0.1,0.0,0.0,2.5,233.5,983,45853,0.0486,0.6922,0.12203519999999997,0.052683,0.0027755,0.1301,0.1841,0.1093,0.0486,0.0941,Rabi       ,9989,13824,1.383922315,45853,0.0496,0.727,0.1291687,0.047450699999999985,0.0022516,0.1401,0.1939,0.1209,0.052000000000000005,0.1042,45853,0.0299,0.509,0.0871699,0.0377891,0.001428,0.0922,0.1297,0.0781,0.0299,0.0672,45853,0.0302,0.5462,0.0885847,0.033156,0.0010993,0.0965,0.1346,0.0831,0.0353,0.0711,539,292.695,306.485,301.7821898,300.185,315.245,310.2575659,295.74,307.72,303.3223933000001
224,226,JAISALMER,2018,1.64773465067043,4.460146632164983,3.6696377322982836,3.057790323845371,1.694843566219713,2.3789712224574617,189.9048741472596,985,45853,0.0503,0.64,0.12713010000000002,0.0502446,0.0025245000000000003,0.1363,0.1912,0.1125,0.0503,0.0997,Rabi       ,8983,16116,1.7940554380000002,45853,0.0541,0.6458,0.125497,0.042084300000000005,0.0017710999999999996,0.1359,0.1855,0.1165,0.0541,0.1028,45853,0.0315,0.496,0.0909436,0.0370652,0.0013738,0.0975,0.1375,0.0799,0.0315,0.0708,45853,0.033,0.4862,0.0873232,0.029388900000000006,0.0008637,0.0951,0.1306,0.0809,0.0369,0.0714,571,296.7,308.555,304.4416448,299.365,314.965,310.195866,294.94,306.86,302.3991132
225,227,JAISALMER,2019,1.64773465067043,4.460146632164983,3.6696377322982836,3.057790323845371,1.6948435662197119,2.378971222457461,189.90487414725948,987,45853,0.0346,0.6578,0.1127716,0.058748,0.0034513000000000005,0.1178,0.1716,0.0943,0.0346,0.0819,Rabi       ,7882,14209,1.802715047,45853,0.0416,0.6063,0.10971680000000003,0.0420992,0.0017723,0.1185,0.1663,0.0999,0.0416,0.0866,45853,0.0204,0.4926,0.0797872,0.0424555,0.0018025,0.0826,0.1202,0.0663,0.0204,0.0575,45853,0.0249,0.4303,0.0764145,0.0294464,0.0008671,0.0828,0.1168,0.0697,0.0261,0.0601,600,292.62,306.86,301.3968998,296.035,312.235,306.1186894,286.6,303.04,296.47473439999993
226,228,JHALAWAR,2001,2.11,0.038,2.798,29.768,2.7060000000000004,0.0,751.671,989,7796,0.1492,0.7702,0.3133347,0.1063278,0.0113056,0.3582,0.5407,0.287,0.1492,0.236375,Rabi       ,45144,86361,1.913011696,7796,0.1588,0.7296,0.3377733,0.1074872,0.0115535,0.388,0.5821,0.3122,0.1588,0.2586,7796,0.0604,0.5184,0.1825881,0.0766375,0.005873300000000001,0.2089,0.3277,0.1628,0.0604,0.1295,7796,0.0668,0.4895,0.1971694,0.07554580000000001,0.0057072,0.226525,0.3507,0.1791,0.0668,0.1437,29,295.575,307.41,302.714823,297.81,313.155,307.5758511,295.54,305.62,300.9276911
227,229,JHALAWAR,2002,0.004,6.598,2.166,0.887,16.139,3.616,477.764,991,7796,0.152,0.7364,0.34198090000000003,0.1201771,0.0144425,0.413225,0.6627,0.3166,0.152,0.246475,Rabi       ,48161,121599,2.5248437530000003,7796,0.1533,0.7163,0.3641471,0.123353,0.015216,0.4482,0.7163,0.33905,0.1533,0.2645,7796,0.0628,0.5295,0.2010666,0.0871974,0.007603399999999998,0.2465,0.4144,0.18075,0.0628,0.134275,7796,0.0631,0.4941,0.21891020000000005,0.08853369999999999,0.0078382,0.2742,0.462,0.1998,0.0631,0.1489,61,294.485,305.87,300.6817881,297.255,312.195,305.6198243,295.94,305.92,302.7248281
228,230,JHALAWAR,2003,4.988412844036697,1.783036697247706,2.7239174311926604,18.84154128440366,21.799926605504602,4.448532110091744,901.7398532110087,993,7796,0.1292,0.7429,0.286297,0.0937406,0.0087873,0.3181,0.4582,0.2661,0.1292,0.224675,Rabi       ,21558,48080,2.230262548,7796,0.1464,0.6805,0.2994254000000001,0.0814068,0.0066271,0.3339,0.4676,0.28535,0.1464,0.244575,7796,0.0409,0.5710000000000001,0.1550098,0.0661944,0.0043817,0.1723,0.2608,0.14095,0.0409,0.1133,7796,0.0577,0.489,0.1661797,0.055945400000000006,0.0031299,0.1858,0.2701,0.15655,0.0577,0.1296,93,295.425,307.205,303.3501886,299.05,312.635,308.3085916,290.42,302.74,298.4987481
229,231,JHALAWAR,2004,8.6,0.0,0.0,14.8,0.0,0.0,808.8,995,7796,0.1351,0.7682,0.3690784,0.123106,0.0151551,0.4439,0.6961,0.3396,0.1351,0.2756,Rabi       ,34651,96196,2.776139217,7796,0.0955,0.743,0.3937367,0.1213742,0.0147317,0.465825,0.7091,0.36725,0.0955,0.3036,7796,0.0462,0.5209,0.2168144,0.0923036,0.00852,0.261025,0.4273,0.1906,0.0462,0.1501,7796,0.0288,0.5306,0.2189136,0.0846583,0.007167,0.2615,0.4144,0.197,0.0288,0.1595,125,293.555,305.46,300.5670337,298.665,313.76,307.8419843000001,292.5,304.6,299.420839
230,232,JHALAWAR,2005,1.8,0.0,5.2,0.0,0.0,0.0,661.8,997,7796,-0.1654,0.7542,0.3856283,0.1232466,0.015189700000000004,0.4766,0.7542,0.3718,0.1405,0.2857,Rabi       ,49431,161194,3.260990067,7796,-0.0198,0.7657,0.4238520000000001,0.138953,0.0193079,0.5282,0.7657,0.4081,0.0324,0.3117,7796,-0.0213,0.5791,0.2268807,0.0913015,0.008336,0.288225,0.4877,0.212,-0.0213,0.155075,7796,-0.0051,0.5770000000000001,0.2484669,0.1010696,0.0102151,0.312025,0.5258,0.2299,-0.0051,0.1693,157,292.485,303.75,298.8593394,297.44,310.96,305.2593567,294.26,306.8,300.9835223
231,233,JHALAWAR,2006,0.0,0.0,11.8,6.8,0.0,0.0,1087.0,999,7795,0.1517,0.7534,0.3335478,0.1188714,0.0141304,0.3849,0.5931,0.3004,0.1517,0.246,Rabi       ,37166,102947,2.769924124,7795,-0.0135,0.7377,0.3682117,0.1224018,0.0149822,0.43145,0.6629999999999999,0.34,0.1446,0.277,7795,0.0617,0.5448,0.2041622,0.0912425,0.008325200000000001,0.23475,0.3753,0.1769,0.0617,0.1409,7795,-0.0035,0.5614,0.2186487,0.08787589999999999,0.0077221999999999985,0.2547,0.4027,0.1969,0.0517,0.1559,189,294.73,307.825,302.0798409,300.73,315.095,309.6909672,295.04,305.52,300.4103874
232,234,JHALAWAR,2007,0.0,0.8,0.0,0.0,0.0,1.8,725.9999999999999,1001,7795,0.091,0.8096,0.4041307,0.1307898,0.017106,0.50315,0.8096,0.3949,0.091,0.2948,Rabi       ,72456,235175,3.245762946,7796,-0.0168,0.7811,0.4385924,0.1454142,0.0211453,0.5552,0.7811,0.42815,-0.0168,0.3174,7795,0.0298,0.5661,0.2363444,0.0898581,0.0080745,0.30205,0.5107,0.2256,0.0298,0.16275,7796,-0.0044,0.5712,0.2709861,0.107759,0.011612,0.3508,0.5712,0.25595,-0.0044,0.1822,221,293.365,305.395,299.3657934,298.275,311.275,305.4119337,294.8,305.3,300.7718163
233,235,JHALAWAR,2008,0.0,0.0,1.7,0.5,10.8,0.0,618.7,1003,7796,0.1261,0.7551,0.3588364,0.1231338,0.0151619,0.439025,0.7094,0.33205,0.1261,0.258175,Rabi       ,57376,164458,2.866320413,7795,0.1244,0.7686,0.4002672,0.1323931,0.017527900000000003,0.4924,0.7686,0.3751,0.1244,0.29405,7796,0.058,0.5422,0.2240931,0.092477,0.008551999999999999,0.2754,0.4605,0.19795,0.058,0.1517,7795,0.044,0.5598,0.237241,0.0911808,0.008313899999999999,0.29315,0.4826,0.2149,0.044,0.16645,253,292.325,303.81,298.9790488999999,297.055,311.09,305.5572877,296.24,307.28,302.2124705
234,236,JHALAWAR,2009,1.5,0.0,0.0,44.5,24.5,6.8,689.2,1005,7796,-0.0365,0.7472,0.3969798,0.1289537,0.016628999999999998,0.49045,0.7472,0.378,0.1647,0.292375,Rabi       ,58810,163674,2.7830981130000003,7796,-0.0729,0.7891,0.4620373,0.1382934,0.0191251,0.5696,0.7891,0.4549,0.18,0.3526,7796,-0.0109,0.537,0.2265551,0.090227,0.0081409,0.2798,0.4641,0.2081,-0.0109,0.1567,7796,-0.0225,0.5366,0.2570832,0.0955829,0.0091361,0.3242,0.5366,0.2419,-0.0225,0.181,285,292.935,307.035,301.1964442,300.21,312.875,307.8883229,290.36,303.1,297.8277732
235,237,JHALAWAR,2010,2.8,0.3,0.0,0.0,39.3,0.0,601.5,1007,7796,0.0194,0.8103,0.4263187,0.1242538,0.015438999999999996,0.5165,0.7968,0.42375,0.1236,0.32905,Rabi       ,67915,226609,3.336656114,7796,0.1098,0.8212,0.5187188,0.1387659,0.019256,0.6355,0.8212,0.5347,0.1098,0.4106,7796,0.0051,0.5527,0.2372239,0.08743889999999999,0.0076456000000000015,0.2948,0.4846,0.23005,0.0051,0.1669,7796,0.0294,0.5770000000000001,0.29649000000000003,0.1014857,0.0102994,0.379025,0.5770000000000001,0.3012,0.0294,0.2114,317,292.575,304.515,299.0231657,298.8,312.12,306.9667553999999,295.6,304.72,300.421529
236,238,JHALAWAR,2011,0.0,0.0,0.0,0.0,0.0,0.0,1435.1,1009,7796,0.1323,0.7979,0.39728,0.1326757,0.0176028,0.4734,0.7392,0.37095,0.1323,0.2959,Rabi       ,70511,222286,3.152501028,7796,-0.1062,0.8035,0.4480222,0.1293646,0.0167352,0.5413,0.8035,0.43615,0.1368,0.3448,7796,0.0786,0.5838,0.2398036,0.1029657,0.0106019,0.2925,0.4882,0.21175,0.0786,0.162,7796,-0.0322,0.5715,0.25307820000000003,0.0950917,0.0090424,0.3138,0.517,0.2338,0.0461,0.178075,349,293.6,305.0,299.9180683,297.255,311.255,305.8849262,291.54,301.84,297.155442
237,239,JHALAWAR,2012,0.1,28.7,20.3,0.0,0.0,0.2,724.8,1011,7796,-0.1153,0.7929999999999999,0.4576312,0.1403912,0.0197097,0.576925,0.7929999999999999,0.4563,0.1156,0.3384,Rabi       ,87563,330747,3.777246097,7795,-0.0536,0.8013,0.4893063,0.13847679999999998,0.0191758,0.60975,0.8013,0.4941,0.0212,0.37305,7796,-0.0259,0.573,0.2810605,0.1046092,0.0109431,0.364625,0.573,0.2719,-0.0259,0.1905,7795,-0.011,0.5988,0.3010005,0.1024632,0.0104987,0.3854,0.5988,0.2967,-0.011,0.2134,381,292.785,302.56,297.18190610000005,296.13,308.915,302.79247819999995,294.26,306.2,299.1287789
238,240,JHALAWAR,2013,6.8,2.3,3.4,41.1,0.6,0.0,1428.9,1013,7795,-0.0653,0.8312,0.4763101,0.14744749999999998,0.0217408,0.59725,0.8312,0.4677,0.1345,0.3555,Rabi       ,86055,279018,3.2423217710000003,7795,-0.1158,0.8118,0.4853221,0.1455996,0.0211993,0.6112,0.8118,0.4855,0.0667,0.3649,7795,-0.0174,0.6354,0.29725050000000003,0.113883,0.012969299999999998,0.3819,0.6354,0.2826,-0.0174,0.2024,7795,-0.0257,0.5958,0.3005913,0.105294,0.0110868,0.3829,0.5958,0.2922,-0.0257,0.2132,413,292.535,303.3,297.55174,295.48,308.455,302.1499974,291.28,301.56,295.5978374
239,241,JHALAWAR,2014,0.0,0.0,30.7,0.0,0.0,0.6,813.8,1015,7795,-0.1444,0.8515,0.5378261,0.1510163,0.022805900000000004,0.66205,0.8515,0.5664,0.1417,0.4166,Rabi       ,106834,329955,3.088483067,7796,-0.0073,0.8475,0.5772366,0.1588764,0.0252417,0.7138,0.8475,0.61795,0.0732,0.450975,7795,-0.0296,0.6839,0.31987740000000003,0.1232358,0.0151871,0.4135,0.6839,0.3274,-0.0296,0.21245,7796,-0.0021,0.6286,0.34402350000000004,0.13082439999999998,0.017115000000000002,0.454525,0.6286,0.36095,-0.0021,0.225875,445,291.12,302.725,295.8514335,295.37,307.575,300.4190219,293.22,302.4,297.4848743
240,242,JHALAWAR,2015,0.0,0.0,0.6,1.4,0.0,0.0,1115.4,1017,7796,-0.0078,0.8343,0.5064334,0.15112579999999998,0.022839,0.63195,0.8343,0.5148,0.0685,0.385375,Rabi       ,112534,352790,3.134963655,7796,-0.021,0.8346,0.5316247,0.14578310000000005,0.021252700000000003,0.6516,0.8346,0.5482,0.1133,0.4204,7796,-0.002,0.6082,0.2899919,0.1151062,0.0132494,0.3795,0.6082,0.2838,-0.002,0.192275,7796,-0.0047,0.6611,0.3026918,0.113115,0.012795,0.390325,0.6212,0.29855,-0.0047,0.209875,477,291.325,302.545,296.6017624,296.955,310.06,302.95990960000006,296.78,308.74,302.2477665
241,243,JHALAWAR,2016,2.0,2.6,0.0,18.0,0.0,0.0,1144.6,1019,7796,-0.1852,0.8245,0.4528114,0.15785320000000005,0.0249176,0.589,0.8245,0.44255,-0.028,0.317675,Rabi       ,102108,354563,3.4724311510000003,7795,-0.0728,0.831,0.4865869,0.1519326,0.0230835,0.61745,0.831,0.4922,-0.026,0.3589,7796,-0.0283,0.5751,0.2665388,0.1100798,0.0121176,0.3509,0.5751,0.25305,-0.0283,0.1736,7795,-0.0157,0.5557,0.2844777,0.1033171,0.0106744,0.36575,0.5557,0.2818,-0.0157,0.1974,509,295.085,306.35,300.0531125,296.965,311.17,304.6629734,295.6,304.8,299.2270626
